epoch	time	lr	train loss	train acc	testloss	test acc
0	3.61	0.01	1.23	55.0	0.924	64.3
1	3.61	0.01	0.834	68.0	0.843	67.5
2	5.32	0.01	0.786	69.7	0.778	69.9
3	3.53	0.01	0.763	70.5	0.761	70.8
4	3.63	0.01	0.747	71.3	0.756	71.1
5	3.58	0.01	0.733	71.6	0.741	71.8
6	3.57	0.01	0.722	72.2	0.745	71.3
7	3.57	0.01	0.719	72.3	0.734	72.0
8	3.6	0.01	0.705	72.7	0.72	72.5
9	4.15	0.01	0.705	72.9	0.713	72.5
10	3.54	0.01	0.697	73.2	0.705	72.9
11	3.62	0.01	0.693	73.3	0.719	72.5
12	3.59	0.01	0.692	73.5	0.714	73.0
13	3.64	0.01	0.686	73.5	0.703	73.4
14	3.6	0.01	0.681	73.8	0.703	72.8
15	3.6	0.01	0.678	73.9	0.694	73.6
16	3.6	0.01	0.675	74.1	0.691	73.7
17	3.58	0.01	0.673	74.1	0.69	73.9
18	3.62	0.01	0.675	73.8	0.676	74.0
19	3.56	0.01	0.664	74.3	0.703	73.0
20	5.52	0.01	0.661	74.4	0.689	73.4
21	3.6	0.01	0.663	74.5	0.689	73.5
22	3.55	0.01	0.663	74.6	0.674	74.0
23	7.48	0.01	0.66	74.7	0.676	73.9
24	3.58	0.01	0.659	74.7	0.68	73.6
25	5.48	0.01	0.662	74.6	0.689	73.4
26	7.44	0.01	0.655	74.9	0.688	73.8
27	11.1	0.01	0.656	74.7	0.682	73.8
28	3.64	0.01	0.65	75.2	0.682	73.5
29	3.59	0.01	0.652	74.9	0.668	75.0
30	3.59	0.01	0.651	75.0	0.676	73.9
31	3.58	0.0001	0.638	75.5	0.659	74.9
32	3.61	0.001	0.635	75.4	0.657	74.7
33	3.53	0.001	0.632	75.6	0.661	74.8
34	3.55	0.001	0.634	75.5	0.651	75.5
35	3.6	0.001	0.629	75.8	0.653	75.7
36	3.54	0.001	0.629	75.8	0.652	75.2
37	3.6	0.001	0.633	75.8	0.651	75.4
38	3.49	0.001	0.632	75.7	0.656	74.7
39	3.64	0.001	0.631	75.8	0.655	74.7
40	3.62	0.001	0.628	75.8	0.657	75.1
41	3.53	0.001	0.631	75.5	0.652	75.1
42	3.62	0.001	0.63	75.8	0.652	74.9
43	3.57	0.001	0.629	76.0	0.65	74.9
44	3.58	0.001	0.63	75.6	0.649	75.3
45	3.59	0.001	0.628	76.0	0.65	75.1
46	3.59	0.001	0.63	75.8	0.652	74.9
47	3.59	0.001	0.628	75.8	0.661	74.5
48	3.59	0.001	0.63	75.7	0.655	75.2
49	3.68	0.001	0.626	75.9	0.641	75.8
50	3.52	0.001	0.631	75.6	0.657	74.6
51	3.59	0.001	0.63	75.8	0.661	75.0
52	3.51	0.001	0.627	75.8	0.646	75.2
53	3.58	0.001	0.629	75.9	0.645	75.7
54	3.55	0.001	0.63	75.8	0.651	75.8
55	3.65	0.001	0.626	75.8	0.655	74.8
56	3.57	0.001	0.627	75.9	0.65	75.2
57	3.58	0.001	0.624	75.7	0.651	75.1
58	3.63	0.001	0.625	75.9	0.654	75.0
59	6.32	0.001	0.626	76.0	0.648	74.6
60	3.54	0.001	0.629	75.7	0.643	75.3
61	3.53	1e-05	0.625	76.0	0.646	75.0
62	3.5	0.0001	0.625	75.8	0.653	74.8
63	3.57	0.0001	0.625	76.1	0.647	75.2
64	3.51	0.0001	0.623	75.9	0.655	75.6
65	3.57	0.0001	0.624	75.9	0.648	75.2
66	3.58	0.0001	0.624	76.0	0.657	75.0
67	3.53	0.0001	0.624	75.8	0.649	75.2
68	3.6	0.0001	0.617	76.2	0.656	74.3
69	3.63	0.0001	0.624	75.8	0.657	74.7
70	7.11	0.0001	0.623	75.9	0.642	75.6
71	3.71	0.0001	0.622	76.0	0.649	75.3
72	3.65	0.0001	0.626	75.8	0.636	76.3
73	4.88	0.0001	0.624	75.9	0.646	75.2
74	6.15	0.0001	0.623	75.9	0.651	75.5
75	3.61	0.0001	0.625	76.0	0.643	75.6
76	3.62	0.0001	0.625	76.0	0.648	74.9
77	3.6	0.0001	0.623	76.1	0.645	75.3
78	3.63	0.0001	0.624	75.9	0.656	75.1
79	3.62	0.0001	0.625	76.1	0.644	75.5
80	3.67	0.0001	0.628	76.1	0.65	75.0
81	3.61	0.0001	0.623	76.0	0.645	76.0
82	3.59	0.0001	0.623	76.0	0.646	75.0
83	3.6	0.0001	0.623	76.0	0.647	75.1
84	3.55	0.0001	0.626	76.0	0.649	75.2
85	3.51	0.0001	0.624	75.8	0.649	75.3
86	3.58	0.0001	0.617	76.1	0.646	75.4
87	3.57	0.0001	0.629	75.7	0.648	75.3
88	3.65	0.0001	0.625	75.9	0.655	74.7
89	3.51	0.0001	0.623	75.9	0.65	74.7
