epoch	time	lr	train loss	train acc	testloss	test acc
0	42.7	0.01	0.299	51.8	0.746	73.2
1	27.9	0.01	0.214	61.5	0.707	74.5
2	33.5	0.01	0.199	63.0	0.667	76.2
3	28.2	0.01	0.194	63.9	0.659	76.9
4	27.2	0.01	0.19	64.2	0.625	77.7
5	29.7	0.01	0.188	64.6	0.734	75.5
6	27.4	0.01	0.187	64.7	0.614	77.9
7	27.2	0.01	0.183	65.0	0.604	78.4
8	32.7	0.01	0.182	65.2	0.664	77.4
9	28.4	0.01	0.181	65.4	0.614	78.3
10	29.1	0.01	0.18	65.5	0.662	77.9
11	27.4	0.01	0.179	65.5	0.614	77.9
12	27.2	0.01	0.178	65.7	0.599	79.2
13	27.4	0.01	0.179	65.7	0.622	78.8
14	27.2	0.01	0.177	66.0	0.583	79.3
15	27.3	0.01	0.176	66.2	0.559	79.9
16	27.2	0.01	0.175	66.2	0.615	78.5
17	30.2	0.01	0.175	66.1	0.555	80.0
18	27.7	0.01	0.175	66.3	0.601	78.3
19	29.8	0.01	0.174	66.2	0.567	79.5
20	27.3	0.01	0.173	66.4	0.607	79.1
21	27.5	0.01	0.175	66.4	0.545	80.4
22	28.4	0.01	0.172	66.5	0.564	79.8
23	27.3	0.01	0.172	66.6	0.593	79.2
24	27.4	0.01	0.172	66.6	0.576	79.2
25	27.4	0.01	0.171	66.7	0.589	79.1
26	31.2	0.01	0.172	66.6	0.538	80.6
27	30.1	0.01	0.171	66.7	0.576	79.6
28	27.8	0.01	0.172	66.6	0.591	79.7
29	27.7	0.01	0.171	66.6	0.568	80.2
30	29.1	0.01	0.17	66.8	0.557	80.0
31	27.3	0.01	0.171	66.7	0.552	80.5
32	27.4	0.01	0.17	66.7	0.562	79.7
33	27.4	0.01	0.17	66.8	0.565	79.7
34	27.2	0.01	0.169	67.0	0.545	80.2
35	27.4	0.01	0.17	66.9	0.575	80.0
36	27.4	0.01	0.17	66.9	0.614	78.0
37	30.5	0.01	0.169	67.0	0.56	79.8
38	29.1	0.01	0.17	66.8	0.561	80.7
39	27.3	0.01	0.17	67.0	0.55	80.4
40	30.7	0.01	0.169	66.9	0.57	80.5
41	27.1	0.01	0.169	67.1	0.555	79.8
42	27.6	0.01	0.167	67.1	0.588	79.4
43	27.3	0.01	0.167	67.1	0.529	80.8
44	27.3	0.01	0.168	67.1	0.546	79.9
45	27.2	0.01	0.167	67.2	0.571	79.7
46	27.3	0.01	0.168	67.1	0.549	80.7
47	30.1	0.01	0.168	67.1	0.555	79.8
48	27.5	0.01	0.168	67.2	0.532	80.4
49	27.4	0.01	0.167	67.3	0.535	81.0
50	27.2	0.01	0.168	67.2	0.533	81.0
51	27.0	0.0001	0.162	68.3	0.517	81.7
52	27.4	0.001	0.16	68.5	0.518	81.3
53	27.2	0.001	0.161	68.7	0.512	81.7
54	27.3	0.001	0.16	68.5	0.528	81.6
55	27.4	0.001	0.159	68.7	0.513	81.7
56	27.1	0.001	0.16	68.6	0.514	81.5
57	30.0	0.001	0.159	68.6	0.503	81.9
58	40.6	0.001	0.16	68.7	0.519	81.8
59	33.2	0.001	0.16	68.7	0.52	81.8
60	27.5	0.001	0.16	68.6	0.516	81.6
61	29.1	0.001	0.16	68.7	0.5	82.0
62	30.2	0.001	0.161	68.7	0.514	81.8
63	32.1	0.001	0.159	68.7	0.516	81.6
64	27.8	0.001	0.161	68.8	0.509	82.0
65	29.6	0.001	0.159	68.7	0.514	82.0
66	27.3	0.001	0.16	68.6	0.511	81.7
67	30.4	0.001	0.159	68.6	0.507	82.1
68	36.7	0.001	0.16	68.8	0.522	81.6
69	30.0	0.001	0.16	68.7	0.513	81.8
70	29.0	0.001	0.159	68.7	0.507	82.0
71	27.4	0.001	0.16	68.9	0.513	81.7
72	27.4	0.001	0.159	68.8	0.507	82.0
73	29.3	0.001	0.159	68.8	0.514	81.5
74	27.4	0.001	0.159	68.8	0.515	81.8
75	30.8	0.001	0.159	68.8	0.501	82.1
76	28.6	0.001	0.158	68.8	0.508	82.0
77	27.4	0.001	0.159	68.8	0.517	81.7
78	36.8	0.001	0.16	68.8	0.509	82.0
79	30.4	0.001	0.159	68.9	0.518	81.7
80	28.9	0.001	0.159	68.8	0.514	81.6
81	39.3	0.001	0.16	68.8	0.51	82.1
82	29.1	0.001	0.159	68.8	0.511	81.8
83	28.5	0.001	0.159	68.9	0.508	81.8
84	30.3	0.001	0.158	68.8	0.512	81.9
85	34.4	0.001	0.159	68.9	0.499	81.8
86	27.3	0.001	0.159	68.8	0.511	81.8
87	27.4	0.001	0.158	68.9	0.513	81.7
88	31.4	0.001	0.159	68.9	0.512	81.9
89	29.6	0.001	0.159	68.9	0.515	81.9
90	27.4	0.001	0.159	68.9	0.517	81.7
91	27.4	0.001	0.159	69.0	0.504	81.9
92	29.4	0.001	0.159	68.8	0.515	82.0
93	34.6	0.001	0.159	68.9	0.511	81.7
94	27.3	0.001	0.159	68.9	0.502	82.0
95	27.5	0.001	0.159	68.9	0.512	81.8
96	30.6	0.001	0.159	68.9	0.509	82.1
97	30.4	0.001	0.158	68.9	0.507	81.8
98	28.2	0.001	0.159	68.9	0.513	81.9
99	27.2	0.001	0.158	68.9	0.513	82.0
100	27.6	0.001	0.159	68.8	0.51	81.7
101	28.8	1e-05	0.159	69.1	0.507	82.0
102	27.4	0.0001	0.158	69.1	0.508	81.9
103	27.4	0.0001	0.158	69.1	0.51	82.1
104	30.4	0.0001	0.158	69.1	0.513	81.7
105	36.1	0.0001	0.157	69.2	0.506	82.0
106	28.3	0.0001	0.158	69.1	0.507	82.1
107	31.3	0.0001	0.157	69.1	0.5	82.0
108	31.8	0.0001	0.157	69.2	0.504	82.0
109	27.4	0.0001	0.158	69.2	0.505	81.9
110	27.5	0.0001	0.157	69.2	0.505	81.8
111	27.4	0.0001	0.158	69.1	0.51	82.1
112	27.6	0.0001	0.157	69.2	0.504	81.8
113	27.7	0.0001	0.157	69.1	0.507	82.0
114	27.5	0.0001	0.157	69.1	0.51	82.0
115	27.3	0.0001	0.157	69.1	0.514	81.6
116	29.2	0.0001	0.157	69.2	0.504	82.2
117	29.0	0.0001	0.157	69.2	0.505	81.9
118	30.2	0.0001	0.158	69.2	0.509	81.6
119	27.3	0.0001	0.158	69.2	0.501	82.0
120	28.3	0.0001	0.157	69.2	0.505	81.8
121	27.5	0.0001	0.158	69.2	0.508	82.2
122	27.7	0.0001	0.158	69.2	0.508	82.1
123	27.2	0.0001	0.157	69.2	0.503	82.0
124	27.5	0.0001	0.157	69.2	0.503	82.1
125	27.1	0.0001	0.157	69.2	0.506	81.9
126	27.2	0.0001	0.157	69.1	0.509	81.7
127	27.3	0.0001	0.157	69.2	0.503	82.2
128	31.1	0.0001	0.157	69.2	0.506	81.8
129	29.6	0.0001	0.157	69.1	0.498	82.5
130	28.2	0.0001	0.157	69.2	0.507	82.1
131	27.5	0.0001	0.158	69.2	0.508	82.0
132	29.3	0.0001	0.157	69.2	0.507	81.9
133	27.7	0.0001	0.157	69.2	0.502	82.4
134	27.7	0.0001	0.158	69.1	0.51	81.9
135	27.4	0.0001	0.157	69.1	0.508	82.1
136	28.4	0.0001	0.157	69.1	0.507	82.2
137	27.4	0.0001	0.157	69.2	0.505	82.0
138	27.7	0.0001	0.158	69.2	0.506	82.2
139	27.9	0.0001	0.157	69.1	0.507	82.1
140	27.6	0.0001	0.158	69.1	0.498	82.3
141	27.5	0.0001	0.158	69.3	0.501	82.0
142	28.1	0.0001	0.158	69.2	0.503	82.2
143	27.3	0.0001	0.157	69.2	0.504	82.0
144	27.1	0.0001	0.157	69.2	0.506	82.1
145	28.4	0.0001	0.157	69.2	0.503	82.0
146	27.1	0.0001	0.157	69.2	0.506	82.0
147	27.2	0.0001	0.159	69.2	0.504	81.8
148	27.2	0.0001	0.157	69.3	0.5	82.1
149	33.6	0.0001	0.157	69.2	0.509	81.8
