epoch	time	lr	train loss	train acc	testloss	test acc
0	39.9	0.1	6.92	1.1	7.1	1.0
1	39.8	0.1	7.0	1.0	6.86	1.0
2	39.9	0.1	6.83	1.0	6.74	1.0
3	40.1	0.1	6.68	1.0	6.83	1.0
4	40.2	0.1	6.58	1.0	6.55	1.03
5	40.2	0.1	6.48	1.01	6.55	1.0
6	40.1	0.1	6.39	1.0	6.52	1.01
7	40.2	0.1	6.29	1.01	6.35	1.02
8	40.2	0.1	6.17	1.01	6.09	1.33
9	40.2	0.1	6.0	1.21	6.06	1.88
10	40.2	0.1	5.84	1.61	6.08	2.19
11	40.2	0.1	5.7	2.23	5.73	2.81
12	40.2	0.1	5.54	3.0	6.22	3.92
13	40.2	0.1	5.41	3.42	5.93	4.7
14	40.2	0.1	5.2	4.21	6.18	5.14
15	40.2	0.1	5.02	4.78	5.53	5.78
16	40.2	0.1	4.82	5.85	5.84	5.53
17	40.2	0.1	4.63	6.97	5.12	8.38
18	40.2	0.1	4.46	8.26	7.07	6.89
19	40.1	0.1	4.35	8.94	5.71	10.1
20	40.2	0.1	4.19	10.0	5.99	8.27
21	40.2	0.1	4.04	11.4	5.11	11.2
22	40.2	0.1	3.94	12.5	5.74	10.6
23	40.2	0.1	3.83	13.5	6.11	9.79
24	40.2	0.1	3.75	14.6	5.31	13.6
25	40.2	0.1	3.64	15.6	6.54	10.4
26	40.2	0.1	3.56	16.7	5.99	13.1
27	40.2	0.1	3.47	17.8	4.84	16.2
28	40.2	0.1	3.38	19.2	5.29	15.4
29	40.2	0.1	3.29	20.6	5.16	15.7
30	40.2	0.1	3.23	21.3	6.06	14.1
31	40.2	0.1	3.18	22.0	4.22	19.1
32	40.1	0.1	3.12	22.6	4.88	19.4
33	40.2	0.1	3.05	23.6	5.12	17.8
34	40.2	0.1	3.02	24.3	4.61	20.1
35	40.2	0.1	2.96	25.1	4.88	20.1
36	40.2	0.1	2.94	25.3	5.35	18.0
37	40.2	0.1	2.87	26.3	4.42	22.1
38	40.2	0.1	2.85	26.6	5.17	17.6
39	40.2	0.1	2.79	27.4	5.01	21.4
40	40.2	0.1	2.76	27.9	5.98	17.7
41	40.2	0.1	2.72	28.1	5.26	21.9
42	40.2	0.1	2.68	29.0	4.93	21.4
43	40.2	0.1	2.66	29.2	4.6	23.4
44	40.2	0.1	2.62	29.8	4.59	23.1
45	40.3	0.1	2.59	30.2	6.61	19.1
46	40.2	0.1	2.57	30.6	5.5	19.9
47	40.2	0.1	2.55	30.8	4.66	24.0
48	40.1	0.1	2.51	31.2	5.06	22.0
49	40.2	0.1	2.5	31.7	5.17	22.3
50	40.3	0.1	2.45	32.4	5.0	22.9
51	40.2	0.001	2.1	36.9	4.21	29.6
52	40.2	0.01	1.98	38.8	4.17	29.8
53	40.1	0.01	1.93	39.8	4.33	29.8
54	40.2	0.01	1.9	40.2	4.2	30.4
55	40.2	0.01	1.87	40.8	4.35	29.1
56	40.2	0.01	1.85	41.1	4.25	29.7
57	40.2	0.01	1.82	41.7	4.15	30.7
