epoch	time	lr	train loss	train acc	testloss	test acc
58	40.2	0.01	1.8	42.0	4.19	31.0
59	40.2	0.01	1.78	42.2	4.2	30.6
60	40.2	0.01	1.77	42.4	4.42	30.2
61	40.2	0.01	1.75	42.8	4.43	30.1
62	40.1	0.01	1.73	43.2	4.02	31.7
63	40.2	0.01	1.72	43.4	4.18	32.2
64	40.2	0.01	1.7	43.6	4.54	29.9
65	40.3	0.01	1.69	44.1	4.2	31.9
66	40.2	0.01	1.67	44.4	4.18	31.7
67	40.2	0.01	1.66	44.8	4.34	31.1
68	40.2	0.01	1.65	45.0	4.39	30.7
69	40.2	0.01	1.64	44.8	4.27	31.1
70	40.2	0.01	1.62	45.1	4.36	31.0
71	40.2	0.01	1.61	45.6	4.17	32.1
72	40.2	0.01	1.6	45.4	4.17	32.4
73	40.1	0.01	1.59	45.5	4.1	33.0
74	40.2	0.01	1.58	45.9	4.27	32.2
75	40.2	0.01	1.57	46.0	4.26	32.1
76	40.1	0.01	1.57	46.0	4.48	30.8
77	40.1	0.01	1.55	46.3	4.17	32.4
78	40.2	0.01	1.53	46.8	4.05	33.2
79	40.2	0.01	1.52	47.1	4.33	32.1
80	40.2	0.01	1.51	46.9	4.1	33.6
81	40.2	0.01	1.5	47.3	4.21	32.1
82	40.2	0.01	1.49	47.6	4.19	32.8
83	40.2	0.01	1.48	47.8	4.12	33.7
84	40.2	0.01	1.47	47.8	4.08	32.9
85	40.1	0.01	1.46	47.8	4.03	34.2
86	40.2	0.01	1.46	48.1	4.32	32.2
87	40.2	0.01	1.44	48.6	4.08	33.6
88	40.1	0.01	1.44	48.3	4.19	33.5
89	40.1	0.01	1.43	48.6	3.99	34.6
90	40.2	0.01	1.42	48.8	4.05	33.9
91	40.2	0.01	1.42	48.7	4.01	34.1
92	40.2	0.01	1.41	49.0	4.29	32.5
93	40.2	0.01	1.4	49.2	4.16	33.9
94	40.2	0.01	1.39	49.5	4.27	33.5
95	40.2	0.01	1.38	49.6	4.34	32.6
96	40.2	0.01	1.37	50.0	4.28	32.8
97	40.2	0.01	1.36	50.0	4.37	33.3
98	40.2	0.01	1.36	50.0	4.26	33.3
99	40.2	0.01	1.34	50.4	4.36	33.0
100	40.1	0.01	1.33	50.5	4.32	32.5
101	40.2	0.0001	1.26	51.6	4.19	33.7
102	40.2	0.001	1.23	52.5	4.09	34.9
103	40.2	0.001	1.22	52.6	4.04	35.0
104	40.2	0.001	1.23	52.6	4.15	34.5
105	40.2	0.001	1.22	52.5	4.22	33.8
106	40.1	0.001	1.21	52.8	4.05	35.1
107	40.1	0.001	1.2	53.0	4.12	35.0
108	40.2	0.001	1.2	53.0	4.17	34.4
109	40.2	0.001	1.2	53.1	4.24	34.3
110	40.2	0.001	1.19	53.1	4.1	35.3
111	40.1	0.001	1.19	53.2	4.19	34.2
112	40.2	0.001	1.18	53.4	4.13	35.4
113	40.1	0.001	1.19	53.3	4.03	35.4
114	40.2	0.001	1.18	53.4	4.28	34.3
115	40.2	0.001	1.18	53.4	4.15	34.5
116	40.3	0.001	1.18	53.5	4.13	34.8
117	40.2	0.001	1.17	53.6	4.14	34.9
118	40.2	0.001	1.17	53.4	4.16	35.2
119	40.2	0.001	1.17	53.9	4.2	34.6
120	40.1	0.001	1.16	53.7	4.28	34.0
121	40.3	0.001	1.17	53.7	4.19	34.0
122	40.2	0.001	1.16	53.9	4.14	35.0
123	40.2	0.001	1.15	54.2	4.26	34.5
124	40.3	0.001	1.16	53.8	4.14	34.8
125	40.2	0.001	1.15	53.9	4.21	34.9
126	40.2	0.001	1.16	54.1	4.15	34.6
127	40.2	0.001	1.16	53.9	4.21	34.0
128	40.2	0.001	1.14	54.3	4.3	34.0
129	40.2	0.001	1.15	54.3	4.14	35.0
130	40.2	0.001	1.14	54.1	4.26	34.2
131	40.2	0.001	1.14	54.1	4.21	34.6
132	40.2	0.001	1.15	54.1	4.2	34.6
133	40.2	0.001	1.15	54.0	4.26	34.3
134	40.2	0.001	1.14	54.5	4.2	34.5
135	40.2	0.001	1.14	54.5	4.24	34.6
136	40.2	0.001	1.13	54.4	4.21	34.9
137	40.2	0.001	1.14	54.3	4.23	34.7
138	40.2	0.001	1.12	54.6	4.26	34.9
139	40.2	0.001	1.13	54.5	4.12	35.0
140	40.2	0.001	1.13	54.5	4.18	35.5
141	40.2	0.001	1.13	54.4	4.24	34.2
142	40.2	0.001	1.13	54.5	4.26	34.6
143	40.2	0.001	1.13	54.6	4.19	35.5
144	40.2	0.001	1.13	54.4	4.3	33.7
145	40.2	0.001	1.12	54.8	4.26	34.2
146	40.2	0.001	1.11	55.0	4.33	34.2
147	40.3	0.001	1.12	54.7	4.18	34.8
148	40.2	0.001	1.11	55.0	4.18	35.0
149	40.2	0.001	1.11	54.8	4.23	34.4
