epoch	time	lr	train loss	train acc	testloss	test acc
0	74.7	0.01	1.08	0.0	0.832	68.5
1	75.2	0.01	1.02	0.0	0.853	70.3
2	71.7	0.01	1.06	0.0	0.859	70.7
3	62.0	0.01	1.11	0.0	0.896	70.9
4	75.1	0.01	1.15	0.0	0.929	72.2
5	74.7	0.01	1.19	0.0	0.926	72.1
6	76.9	0.01	1.22	0.0	0.976	72.6
7	73.6	0.01	1.25	0.0	0.985	72.1
8	72.7	0.01	1.28	0.0	1.01	72.3
9	81.4	0.01	1.3	0.0	1.05	72.0
10	74.8	0.01	1.3	0.0	1.02	71.3
11	78.6	0.01	1.3	0.0	1.01	70.4
12	77.4	0.01	1.29	0.0	1.02	72.2
13	74.8	0.01	1.29	0.0	1.02	72.6
14	72.7	0.01	1.29	0.0	1.01	72.8
15	77.0	0.01	1.29	0.0	1.01	72.1
16	76.9	0.01	1.29	0.0	1.01	72.4
17	76.9	0.01	1.29	0.0	1.0	72.4
18	74.9	0.01	1.29	0.0	1.03	72.5
19	73.6	0.01	1.29	0.0	1.0	72.2
20	72.8	0.01	1.29	0.0	1.01	72.3
21	74.9	0.01	1.29	0.0	0.996	72.3
22	74.9	0.01	1.29	0.0	0.993	72.0
23	73.7	0.01	1.28	0.0	1.0	72.7
24	72.7	0.01	1.28	0.0	0.993	73.4
25	77.1	0.01	1.28	0.0	1.01	73.0
26	77.0	0.01	1.28	0.0	0.98	72.8
27	75.0	0.01	1.28	0.0	1.03	73.2
28	73.7	0.01	1.28	0.0	1.01	72.7
29	72.6	0.01	1.28	0.0	0.986	73.6
30	74.7	0.01	1.28	0.0	1.0	73.1
31	77.0	0.0001	1.27	0.0	0.979	74.4
32	75.0	0.001	1.27	0.0	0.993	73.7
33	73.7	0.001	1.26	0.0	0.981	74.0
34	76.6	0.001	1.27	0.0	0.986	74.2
35	77.2	0.001	1.27	0.0	0.989	74.0
36	75.0	0.001	1.26	0.0	0.988	73.8
37	77.0	0.001	1.26	0.0	0.985	73.5
38	80.2	0.001	1.26	0.0	0.99	73.9
39	78.7	0.001	1.26	0.0	0.983	73.8
40	77.4	0.001	1.26	0.0	0.987	73.6
41	76.0	0.001	1.26	0.0	0.983	74.0
42	76.8	0.001	1.26	0.0	0.978	74.3
43	77.1	0.001	1.27	0.0	0.98	73.9
44	75.1	0.001	1.26	0.0	0.983	74.6
45	75.8	0.001	1.26	0.0	0.982	74.5
46	75.0	0.001	1.26	0.0	0.976	74.3
47	73.7	0.001	1.26	0.0	0.978	74.6
48	72.7	0.001	1.26	0.0	0.978	73.7
49	75.0	0.001	1.26	0.0	0.983	74.4
50	73.9	0.001	1.26	0.0	0.991	73.9
51	72.7	0.001	1.26	0.0	0.99	74.1
52	75.0	0.001	1.26	0.0	0.977	74.5
53	74.8	0.001	1.26	0.0	0.982	74.4
54	73.8	0.001	1.26	0.0	0.992	74.6
55	72.7	0.001	1.26	0.0	0.978	74.5
56	75.2	0.001	1.26	0.0	0.975	74.0
57	73.8	0.001	1.26	0.0	0.986	74.6
58	74.2	0.001	1.26	0.0	0.98	74.2
59	75.1	0.001	1.26	0.0	0.97	74.2
60	76.9	0.001	1.26	0.0	0.996	74.7
61	75.0	1e-05	1.26	0.0	0.98	74.2
62	75.2	0.0001	1.26	0.0	0.98	74.4
63	73.8	0.0001	1.26	0.0	0.978	74.1
64	72.9	0.0001	1.26	0.0	0.982	74.0
65	74.3	0.0001	1.26	0.0	0.978	74.4
66	77.3	0.0001	1.26	0.0	0.981	73.8
67	73.9	0.0001	1.26	0.0	0.984	73.7
68	73.0	0.0001	1.26	0.0	0.981	74.2
69	74.9	0.0001	1.26	0.0	0.973	74.4
70	78.9	0.0001	1.26	0.0	0.984	74.1
71	75.3	0.0001	1.26	0.0	0.979	73.9
72	75.2	0.0001	1.26	0.0	0.983	74.4
73	74.2	0.0001	1.26	0.0	0.977	74.3
74	74.6	0.0001	1.26	0.0	0.98	74.2
75	75.0	0.0001	1.26	0.0	0.985	74.2
76	77.1	0.0001	1.26	0.0	0.985	74.5
77	75.0	0.0001	1.26	0.0	0.981	74.5
78	75.2	0.0001	1.26	0.0	0.982	74.1
79	72.7	0.0001	1.26	0.0	0.982	74.0
80	72.5	0.0001	1.26	0.0	0.977	74.8
81	75.1	0.0001	1.26	0.0	0.976	74.2
82	74.0	0.0001	1.26	0.0	0.984	74.6
83	72.8	0.0001	1.26	0.0	0.98	74.6
84	75.2	0.0001	1.26	0.0	0.982	74.3
85	74.9	0.0001	1.26	0.0	0.977	74.6
86	73.8	0.0001	1.26	0.0	0.976	74.8
87	72.9	0.0001	1.26	0.0	0.974	75.0
88	75.3	0.0001	1.26	0.0	0.979	74.1
89	77.2	0.0001	1.26	0.0	0.98	74.5
