epoch	time	lr	train loss	train acc	testloss	test acc
0	3.53e+02	0.1	0.639	15.2	2.08	32.2
1	3.55e+02	0.1	0.552	20.8	1.93	40.0
2	3.54e+02	0.1	0.508	23.5	1.91	42.5
3	3.54e+02	0.1	0.472	25.7	1.79	47.9
4	3.55e+02	0.1	0.444	27.5	1.76	48.8
5	3.55e+02	0.1	0.43	28.8	1.63	51.7
6	3.54e+02	0.1	0.417	29.6	1.59	51.3
7	3.54e+02	0.1	0.402	30.5	1.31	57.9
8	3.54e+02	0.1	0.392	31.4	1.43	55.7
9	3.55e+02	0.1	0.383	32.0	1.45	55.9
10	3.54e+02	0.1	0.377	32.5	1.33	58.9
11	3.54e+02	0.1	0.363	33.3	1.33	58.4
12	3.54e+02	0.1	0.364	33.8	1.35	58.0
13	3.54e+02	0.1	0.361	34.3	1.43	56.7
14	3.54e+02	0.1	0.357	34.5	1.26	60.9
15	3.54e+02	0.1	0.354	35.0	1.26	60.6
16	3.54e+02	0.1	0.35	35.6	1.19	62.4
17	3.54e+02	0.1	0.346	35.7	1.24	60.8
18	3.54e+02	0.1	0.344	35.9	1.26	60.3
19	3.54e+02	0.1	0.341	36.3	1.4	57.5
20	3.54e+02	0.1	0.338	36.6	1.16	62.1
21	3.54e+02	0.1	0.336	36.8	1.18	62.8
22	3.54e+02	0.1	0.336	37.0	1.05	64.9
23	3.54e+02	0.1	0.332	37.2	1.24	61.0
24	3.54e+02	0.1	0.332	37.4	1.16	62.8
25	3.54e+02	0.1	0.331	37.5	1.11	64.3
26	3.54e+02	0.1	0.328	37.6	1.12	64.4
27	3.54e+02	0.1	0.328	37.7	1.1	64.5
28	3.54e+02	0.1	0.325	38.0	1.0	66.4
29	3.53e+02	0.1	0.325	38.1	1.12	63.4
30	3.54e+02	0.1	0.323	38.6	1.19	61.3
31	3.54e+02	0.1	0.321	38.7	1.07	64.7
32	3.54e+02	0.1	0.322	38.4	1.08	64.7
33	3.54e+02	0.1	0.318	38.7	0.993	66.6
34	3.54e+02	0.1	0.32	38.7	1.06	65.6
35	3.53e+02	0.1	0.317	39.1	1.11	64.1
36	3.54e+02	0.1	0.316	39.2	1.17	62.3
37	3.54e+02	0.1	0.317	39.0	1.21	61.2
38	3.54e+02	0.1	0.315	39.2	1.02	66.3
39	3.54e+02	0.1	0.315	39.3	1.01	67.2
40	3.54e+02	0.1	0.311	39.3	1.14	63.2
41	3.54e+02	0.1	0.313	39.6	1.03	66.9
42	3.53e+02	0.1	0.311	39.5	0.982	67.2
43	3.54e+02	0.1	0.311	39.8	1.05	65.0
44	3.54e+02	0.1	0.31	39.9	0.974	68.4
45	3.53e+02	0.1	0.309	39.7	1.09	65.6
46	3.54e+02	0.1	0.308	40.0	1.02	66.3
47	3.53e+02	0.1	0.307	39.7	1.22	61.8
48	3.53e+02	0.1	0.308	39.9	1.07	65.2
49	3.54e+02	0.1	0.307	40.0	1.08	64.8
50	3.54e+02	0.1	0.306	40.0	1.05	65.1
51	3.54e+02	0.001	0.271	44.8	0.809	72.5
52	3.53e+02	0.01	0.259	46.6	0.797	72.9
53	3.54e+02	0.01	0.255	47.1	0.792	73.2
54	3.53e+02	0.01	0.251	47.5	0.771	73.7
55	3.54e+02	0.01	0.249	47.9	0.783	73.2
56	3.54e+02	0.01	0.245	48.4	0.783	73.1
57	3.54e+02	0.01	0.244	48.4	0.777	73.1
58	3.54e+02	0.01	0.242	48.5	0.759	74.0
59	3.53e+02	0.01	0.24	49.1	0.769	73.5
60	3.53e+02	0.01	0.236	49.2	0.767	73.5
61	3.54e+02	0.01	0.233	49.5	0.752	74.3
62	3.53e+02	0.01	0.233	49.6	0.764	73.8
63	3.54e+02	0.01	0.228	49.6	0.767	73.5
64	3.54e+02	0.01	0.227	49.7	0.763	73.6
65	3.54e+02	0.01	0.223	49.8	0.765	73.7
66	3.53e+02	0.01	0.223	49.9	0.756	74.4
67	3.54e+02	0.01	0.218	50.0	0.738	74.9
68	3.54e+02	0.01	0.216	50.2	0.748	74.0
69	3.53e+02	0.01	0.214	50.0	0.751	74.8
70	3.53e+02	0.01	0.212	49.9	0.787	72.8
71	3.53e+02	0.01	0.208	50.1	0.752	73.9
72	3.53e+02	0.01	0.208	50.1	0.731	74.6
73	3.52e+02	0.01	0.207	50.2	0.74	74.2
74	3.53e+02	0.01	0.202	49.9	0.757	73.6
75	3.53e+02	0.01	0.202	50.1	0.742	74.2
76	3.53e+02	0.01	0.2	50.1	0.783	73.1
77	3.53e+02	0.01	0.192	50.0	0.756	74.3
78	3.52e+02	0.01	0.198	49.6	0.776	73.5
79	3.53e+02	0.01	0.195	49.7	0.773	73.6
80	3.53e+02	0.01	0.195	49.8	0.755	74.4
81	3.53e+02	0.01	0.19	49.9	0.749	74.3
82	3.53e+02	0.01	0.191	49.7	0.781	73.6
83	3.53e+02	0.01	0.187	49.7	0.788	73.2
84	3.53e+02	0.01	0.187	49.6	0.783	73.3
85	3.53e+02	0.01	0.188	49.6	0.741	74.4
86	3.52e+02	0.01	0.182	49.4	0.744	74.5
87	3.53e+02	0.01	0.192	49.2	0.793	72.8
88	3.53e+02	0.01	0.185	49.2	0.75	74.2
89	3.53e+02	0.01	0.181	49.3	0.746	74.3
90	3.53e+02	0.01	0.18	49.5	0.759	74.3
91	3.53e+02	0.01	0.181	48.8	0.794	73.1
92	3.53e+02	0.01	0.178	48.8	0.79	73.3
93	3.53e+02	0.01	0.173	48.8	0.749	74.7
94	3.53e+02	0.01	0.185	48.7	0.759	74.0
95	3.53e+02	0.01	0.175	48.7	0.782	73.4
96	3.53e+02	0.01	0.175	48.7	0.761	73.9
97	3.53e+02	0.01	0.187	48.8	0.74	75.0
98	3.53e+02	0.01	0.179	48.3	0.764	73.4
99	3.53e+02	0.01	0.169	48.8	0.771	73.8
100	3.52e+02	0.01	0.166	48.9	0.788	73.4
101	3.53e+02	0.0001	0.134	51.7	0.691	76.6
102	3.53e+02	0.001	0.127	52.7	0.751	75.0
103	3.53e+02	0.001	0.125	53.5	0.741	75.5
104	3.53e+02	0.001	0.122	53.9	0.736	75.5
105	3.53e+02	0.001	0.122	54.0	0.719	75.9
