epoch	time	lr	train loss	train acc	testloss	test acc
0	86.5	0.01	0.966	62.9	0.806	69.0
1	77.5	0.01	0.819	67.8	0.75	71.4
2	77.1	0.01	0.82	67.6	0.733	71.2
3	78.4	0.01	0.839	66.6	0.733	72.1
4	79.0	0.01	0.86	65.6	0.723	72.9
5	79.7	0.01	0.885	64.4	0.721	73.0
6	77.1	0.01	0.912	63.2	0.724	72.2
7	78.5	0.01	0.94	61.9	0.73	73.0
8	77.1	0.01	0.972	60.4	0.735	71.5
9	77.1	0.01	0.998	59.4	0.731	72.4
10	76.1	0.01	0.995	59.5	0.739	73.0
11	76.1	0.01	0.994	59.4	0.743	73.1
12	77.1	0.01	0.99	59.6	0.742	73.0
13	77.0	0.01	0.99	59.5	0.739	71.5
14	77.3	0.01	0.985	59.7	0.733	71.9
15	77.4	0.01	0.983	59.7	0.733	70.2
16	77.2	0.01	0.982	59.8	0.744	71.8
17	76.9	0.01	0.982	59.7	0.732	72.4
18	78.3	0.01	0.98	60.0	0.714	73.9
19	77.3	0.01	0.978	59.9	0.728	73.0
20	79.0	0.01	0.978	59.9	0.728	72.6
21	81.7	0.01	0.975	60.1	0.733	72.6
22	77.1	0.01	0.973	60.3	0.716	73.2
23	77.3	0.01	0.973	60.1	0.707	73.0
24	77.0	0.01	0.972	60.3	0.701	73.3
25	77.3	0.01	0.971	60.2	0.718	73.2
26	78.3	0.01	0.973	60.2	0.699	73.4
27	77.1	0.01	0.97	60.3	0.712	73.9
28	81.5	0.01	0.969	60.3	0.697	73.6
29	79.2	0.01	0.969	60.2	0.72	73.7
30	77.2	0.01	0.968	60.4	0.706	73.7
31	76.1	0.0001	0.947	61.2	0.69	75.2
32	78.0	0.001	0.943	61.4	0.688	74.6
33	83.7	0.001	0.944	61.2	0.686	74.9
34	76.8	0.001	0.942	61.5	0.685	74.7
35	77.0	0.001	0.943	61.4	0.684	74.8
36	77.0	0.001	0.94	61.4	0.689	74.3
37	77.2	0.001	0.941	61.4	0.681	74.3
38	76.7	0.001	0.941	61.4	0.69	74.1
39	76.9	0.001	0.943	61.2	0.696	74.4
40	77.4	0.001	0.939	61.5	0.692	74.5
41	79.7	0.001	0.94	61.4	0.679	75.6
42	79.6	0.001	0.94	61.4	0.688	74.8
43	79.1	0.001	0.94	61.5	0.691	74.6
44	77.7	0.001	0.939	61.4	0.686	74.8
45	76.4	0.001	0.94	61.4	0.686	74.7
46	76.0	0.001	0.94	61.4	0.69	74.6
47	76.9	0.001	0.938	61.5	0.69	74.2
48	77.0	0.001	0.937	61.4	0.686	74.0
49	77.7	0.001	0.939	61.3	0.683	74.7
50	79.3	0.001	0.938	61.4	0.687	74.7
51	81.2	0.001	0.939	61.5	0.689	74.5
52	76.9	0.001	0.937	61.5	0.683	74.9
53	76.9	0.001	0.939	61.4	0.684	74.9
54	77.0	0.001	0.938	61.5	0.686	74.4
55	77.1	0.001	0.939	61.4	0.682	74.6
56	77.0	0.001	0.938	61.5	0.69	74.7
57	80.0	0.001	0.937	61.5	0.682	75.2
58	79.3	0.001	0.938	61.5	0.683	74.6
59	77.9	0.001	0.939	61.4	0.684	74.6
60	76.9	0.001	0.937	61.5	0.679	74.8
61	77.3	1e-05	0.933	61.6	0.683	74.8
62	77.0	0.0001	0.934	61.5	0.683	74.5
63	76.9	0.0001	0.934	61.7	0.679	75.0
64	79.3	0.0001	0.933	61.6	0.678	74.7
65	77.9	0.0001	0.933	61.6	0.682	74.6
66	81.0	0.0001	0.934	61.6	0.683	74.9
67	75.3	0.0001	0.933	61.7	0.682	74.8
68	82.3	0.0001	0.931	61.7	0.682	75.1
69	77.1	0.0001	0.932	61.8	0.689	74.5
70	79.0	0.0001	0.933	61.5	0.68	75.1
71	66.4	0.0001	0.933	61.7	0.677	75.1
72	61.0	0.0001	0.933	61.8	0.688	74.7
73	81.1	0.0001	0.932	61.8	0.68	74.7
74	84.8	0.0001	0.933	61.7	0.679	75.0
75	77.0	0.0001	0.933	61.7	0.686	74.7
76	79.0	0.0001	0.931	61.7	0.675	74.9
77	77.2	0.0001	0.931	61.6	0.682	75.1
78	69.4	0.0001	0.933	61.6	0.676	75.7
79	77.1	0.0001	0.933	61.6	0.683	75.1
80	76.9	0.0001	0.933	61.6	0.691	74.4
81	76.8	0.0001	0.934	61.6	0.684	74.9
82	77.3	0.0001	0.934	61.6	0.673	74.7
83	76.8	0.0001	0.932	61.6	0.683	74.7
84	75.0	0.0001	0.932	61.6	0.678	74.8
85	77.0	0.0001	0.934	61.6	0.687	74.9
86	77.0	0.0001	0.936	61.6	0.681	75.0
87	77.0	0.0001	0.932	61.7	0.684	74.7
88	76.9	0.0001	0.933	61.7	0.679	74.8
89	77.3	0.0001	0.932	61.5	0.686	74.8
