epoch	time	lr	train loss	train acc	testloss	test acc
0	39.1	0.01	0.709	0.0	0.55	79.4
1	31.6	0.01	0.439	0.0	0.471	83.5
2	26.8	0.01	0.381	0.0	0.456	83.6
3	31.4	0.01	0.347	0.0	0.438	84.6
4	29.5	0.01	0.327	0.0	0.42	85.3
5	32.0	0.01	0.31	0.0	0.434	85.4
6	31.4	0.01	0.296	0.0	0.45	84.8
7	27.5	0.01	0.286	0.0	0.424	86.0
8	31.6	0.01	0.276	0.0	0.417	86.2
9	31.3	0.01	0.266	0.0	0.443	85.4
10	30.5	0.01	0.259	0.0	0.439	85.5
11	31.4	0.01	0.254	0.0	0.423	86.3
12	29.7	0.01	0.246	0.0	0.419	87.0
13	31.1	0.01	0.241	0.0	0.43	86.4
14	31.3	0.01	0.235	0.0	0.427	86.8
15	28.2	0.01	0.229	0.0	0.444	86.4
16	31.1	0.01	0.223	0.0	0.422	86.7
17	31.4	0.01	0.219	0.0	0.445	86.7
18	28.5	0.01	0.214	0.0	0.452	86.8
19	31.3	0.01	0.212	0.0	0.439	87.2
20	31.0	0.01	0.207	0.0	0.43	87.0
21	29.2	0.01	0.202	0.0	0.454	87.3
22	32.9	0.01	0.199	0.0	0.446	87.3
23	30.3	0.01	0.194	0.0	0.473	86.7
24	31.7	0.01	0.19	0.0	0.489	87.3
25	31.8	0.01	0.188	0.0	0.483	87.0
26	31.0	0.01	0.184	0.0	0.509	86.9
27	31.5	0.01	0.181	0.0	0.492	87.2
28	28.0	0.01	0.178	0.0	0.508	86.9
29	32.1	0.01	0.176	0.0	0.514	87.5
30	31.7	0.01	0.172	0.0	0.497	87.2
31	38.4	0.0001	0.525	0.0	0.921	84.4
32	39.7	0.001	0.471	0.0	0.781	84.6
33	41.8	0.001	0.432	0.0	0.727	85.6
34	40.2	0.001	0.429	0.0	0.715	85.1
35	42.5	0.001	0.415	0.0	0.686	86.1
36	41.3	0.001	0.422	0.0	0.694	85.6
37	39.5	0.001	0.399	0.0	0.737	85.6
38	42.2	0.001	0.405	0.0	0.673	85.9
39	38.3	0.001	0.391	0.0	0.697	85.4
40	37.1	0.001	0.4	0.0	0.663	86.0
41	40.0	0.001	0.387	0.0	0.645	86.5
42	44.4	0.001	0.385	0.0	0.648	86.1
43	40.7	0.001	0.384	0.0	0.683	86.0
44	42.5	0.001	0.378	0.0	0.645	86.4
45	42.6	0.001	0.379	0.0	0.67	86.2
46	38.6	0.001	0.378	0.0	0.75	85.8
47	42.0	0.001	0.382	0.0	0.657	86.3
48	41.3	0.001	0.381	0.0	0.655	86.5
49	43.4	0.001	0.375	0.0	0.666	86.7
50	41.5	0.001	0.367	0.0	0.611	86.3
51	38.0	0.001	0.368	0.0	0.599	86.2
52	41.6	0.001	0.367	0.0	0.646	86.7
53	41.3	0.001	0.366	0.0	0.61	87.1
54	38.2	0.001	0.355	0.0	0.657	86.2
55	42.2	0.001	0.372	0.0	0.588	87.3
56	40.1	0.001	0.366	0.0	0.587	87.1
57	42.6	0.001	0.351	0.0	0.705	85.7
58	41.5	0.001	0.357	0.0	0.657	86.6
59	37.8	0.001	0.366	0.0	0.572	87.1
60	44.2	0.001	0.359	0.0	0.614	86.9
61	42.3	1e-05	0.32	0.0	0.552	87.6
62	41.1	0.0001	0.301	0.0	0.542	87.5
63	41.9	0.0001	0.294	0.0	0.527	87.6
64	38.5	0.0001	0.29	0.0	0.524	87.8
65	42.3	0.0001	0.286	0.0	0.517	87.6
66	36.8	0.0001	0.282	0.0	0.507	87.8
67	41.5	0.0001	0.281	0.0	0.517	87.7
68	41.1	0.0001	0.277	0.0	0.512	87.6
69	43.5	0.0001	0.277	0.0	0.475	88.2
70	42.0	0.0001	0.275	0.0	0.509	87.4
71	41.2	0.0001	0.273	0.0	0.503	87.9
72	43.1	0.0001	0.274	0.0	0.498	87.9
73	42.1	0.0001	0.272	0.0	0.5	87.9
74	40.6	0.0001	0.268	0.0	0.493	88.0
75	44.3	0.0001	0.265	0.0	0.484	88.0
76	39.1	0.0001	0.264	0.0	0.485	87.9
77	40.7	0.0001	0.265	0.0	0.485	87.9
78	42.2	0.0001	0.263	0.0	0.478	88.0
79	40.9	0.0001	0.268	0.0	0.49	87.9
80	41.5	0.0001	0.267	0.0	0.472	88.1
81	38.6	0.0001	0.261	0.0	0.48	87.6
82	37.9	0.0001	0.26	0.0	0.47	88.3
83	43.6	0.0001	0.263	0.0	0.478	87.9
84	38.8	0.0001	0.262	0.0	0.482	87.8
85	43.2	0.0001	0.26	0.0	0.479	88.0
86	39.7	0.0001	0.257	0.0	0.487	88.0
87	40.3	0.0001	0.258	0.0	0.464	88.4
88	42.8	0.0001	0.259	0.0	0.492	87.9
89	38.0	0.0001	0.259	0.0	0.486	87.5
