epoch	time	lr	train loss	train acc	testloss	test acc
74	5.82e+02	0.01	2.73	30.9	2.21	44.5
75	5.8e+02	0.01	2.73	30.8	2.18	45.0
76	5.79e+02	0.01	2.72	30.9	2.19	44.8
77	5.78e+02	0.01	2.72	31.1	2.2	44.5
78	5.78e+02	0.01	2.72	31.0	2.17	45.4
79	5.78e+02	0.01	2.71	31.2	2.2	44.3
80	5.78e+02	0.01	2.7	31.3	2.2	45.0
81	5.78e+02	0.01	2.7	31.5	2.18	45.6
82	5.8e+02	0.01	2.7	31.4	2.2	44.8
83	5.79e+02	0.01	2.7	31.4	2.21	44.8
84	5.79e+02	0.01	2.69	31.5	2.2	44.7
85	5.8e+02	0.01	2.68	31.8	2.19	44.8
86	5.79e+02	0.01	2.68	31.6	2.2	44.6
87	5.79e+02	0.01	2.67	32.0	2.18	45.1
88	5.78e+02	0.01	2.67	31.8	2.18	45.3
89	5.79e+02	0.01	2.67	31.9	2.18	44.7
90	5.79e+02	0.01	2.67	31.8	2.2	44.8
91	5.79e+02	0.01	2.66	32.0	2.22	44.2
92	5.79e+02	0.01	2.66	32.0	2.18	44.9
93	5.8e+02	0.01	2.65	32.3	2.16	45.6
94	5.79e+02	0.01	2.65	32.2	2.21	44.5
95	5.78e+02	0.01	2.65	32.3	2.19	45.2
96	5.78e+02	0.01	2.64	32.3	2.21	44.8
97	5.78e+02	0.01	2.63	32.7	2.21	44.4
98	5.77e+02	0.01	2.63	32.5	2.22	44.0
99	5.76e+02	0.01	2.63	32.5	2.19	44.7
100	5.77e+02	0.01	2.63	32.6	2.18	45.1
101	5.76e+02	0.0001	2.47	36.4	2.1	47.1
102	5.76e+02	0.001	2.43	37.5	2.09	47.4
103	5.76e+02	0.001	2.42	37.6	2.1	47.6
104	5.77e+02	0.001	2.4	38.0	2.1	47.1
105	5.76e+02	0.001	2.4	38.0	2.09	47.5
106	5.76e+02	0.001	2.39	38.1	2.1	47.2
107	5.76e+02	0.001	2.38	38.3	2.09	47.1
108	5.76e+02	0.001	2.38	38.4	2.1	46.9
109	5.76e+02	0.001	2.36	38.5	2.11	47.2
110	5.76e+02	0.001	2.36	38.6	2.1	47.6
111	5.77e+02	0.001	2.36	38.6	2.11	46.9
112	5.76e+02	0.001	2.36	38.5	2.11	47.3
113	5.76e+02	0.001	2.35	38.6	2.1	47.3
114	5.76e+02	0.001	2.35	38.8	2.11	47.0
115	5.76e+02	0.001	2.34	38.8	2.11	47.1
116	5.76e+02	0.001	2.34	38.9	2.1	47.5
117	5.76e+02	0.001	2.34	38.9	2.11	47.0
118	5.74e+02	0.001	2.34	39.0	2.11	46.9
119	5.75e+02	0.001	2.33	39.1	2.11	47.1
120	5.77e+02	0.001	2.33	39.2	2.11	47.3
121	5.76e+02	0.001	2.33	39.3	2.11	46.9
122	5.76e+02	0.001	2.33	39.2	2.12	47.0
123	5.76e+02	0.001	2.32	39.4	2.12	47.3
124	5.76e+02	0.001	2.32	39.3	2.11	47.4
125	5.77e+02	0.001	2.32	39.2	2.12	46.9
126	5.76e+02	0.001	2.31	39.4	2.12	47.2
127	5.76e+02	0.001	2.31	39.4	2.11	47.4
128	5.76e+02	0.001	2.31	39.5	2.11	47.2
129	5.75e+02	0.001	2.31	39.5	2.12	47.1
130	5.76e+02	0.001	2.3	39.6	2.12	47.3
131	5.75e+02	0.001	2.3	39.6	2.13	47.0
132	5.78e+02	0.001	2.3	39.6	2.12	47.2
133	5.79e+02	0.001	2.29	39.8	2.13	47.1
134	5.78e+02	0.001	2.3	39.7	2.12	47.2
135	5.76e+02	0.001	2.29	39.9	2.12	47.0
136	5.78e+02	0.001	2.29	39.9	2.12	47.2
137	5.78e+02	0.001	2.29	39.9	2.12	46.8
138	5.78e+02	0.001	2.28	40.0	2.12	46.8
139	5.79e+02	0.001	2.28	40.0	2.13	46.6
140	5.79e+02	0.001	2.28	39.9	2.12	47.4
141	5.78e+02	0.001	2.28	40.1	2.12	46.8
142	5.79e+02	0.001	2.28	40.1	2.13	46.6
143	5.8e+02	0.001	2.28	40.1	2.12	47.1
144	5.79e+02	0.001	2.27	40.3	2.14	46.5
145	5.79e+02	0.001	2.27	40.3	2.14	46.7
146	5.78e+02	0.001	2.26	40.3	2.14	46.9
147	5.79e+02	0.001	2.26	40.4	2.14	47.0
148	5.78e+02	0.001	2.26	40.3	2.15	46.8
149	5.78e+02	0.001	2.26	40.4	2.14	46.9
