epoch	time	lr	train loss	train acc	testloss	test acc
0	5.78e+02	0.1	4.58	1.81	4.46	2.68
1	5.79e+02	0.1	4.49	2.36	4.37	3.81
2	5.79e+02	0.1	4.43	2.92	4.18	5.17
3	5.79e+02	0.1	4.31	4.39	4.11	7.24
4	5.79e+02	0.1	4.19	6.4	3.83	11.8
5	5.79e+02	0.1	4.08	8.16	3.87	10.8
6	5.79e+02	0.1	4.0	9.27	3.61	14.8
7	5.79e+02	0.1	3.92	10.5	3.56	16.3
8	5.8e+02	0.1	3.85	11.6	3.48	16.2
9	5.79e+02	0.1	3.8	12.6	3.32	20.6
10	5.8e+02	0.1	3.75	13.4	3.2	23.2
11	5.8e+02	0.1	3.7	14.3	3.15	23.6
12	5.8e+02	0.1	3.67	14.7	3.13	24.4
13	5.8e+02	0.1	3.63	15.4	3.03	27.0
14	5.8e+02	0.1	3.6	16.0	3.02	26.1
15	5.8e+02	0.1	3.57	16.3	3.04	26.5
16	5.8e+02	0.1	3.55	16.6	3.06	26.0
17	5.8e+02	0.1	3.53	16.8	2.89	29.5
18	5.79e+02	0.1	3.51	17.1	2.93	28.9
19	5.79e+02	0.1	3.49	17.6	2.83	30.1
20	5.79e+02	0.1	3.46	18.0	2.99	26.5
21	5.8e+02	0.1	3.45	18.4	2.75	31.6
22	5.79e+02	0.1	3.44	18.4	2.93	28.4
23	5.79e+02	0.1	3.43	18.6	2.78	32.7
24	5.79e+02	0.1	3.42	18.6	2.77	31.9
25	5.79e+02	0.1	3.4	19.1	2.78	30.7
26	5.78e+02	0.1	3.39	19.0	2.73	32.0
27	5.77e+02	0.1	3.38	19.5	2.83	30.4
28	5.79e+02	0.1	3.37	19.5	2.88	29.6
29	5.79e+02	0.1	3.36	19.8	2.77	30.8
30	5.79e+02	0.1	3.36	19.7	2.71	32.9
31	5.78e+02	0.1	3.35	19.9	2.74	31.1
32	5.78e+02	0.1	3.34	20.0	2.72	32.4
33	5.79e+02	0.1	3.33	20.2	2.7	32.8
34	5.79e+02	0.1	3.33	20.2	2.66	33.1
35	5.79e+02	0.1	3.32	20.5	2.75	30.9
36	5.78e+02	0.1	3.32	20.5	2.69	33.6
37	5.78e+02	0.1	3.3	20.6	2.68	33.7
38	5.78e+02	0.1	3.3	20.9	2.7	34.0
39	5.78e+02	0.1	3.3	20.8	2.73	32.5
40	5.78e+02	0.1	3.29	20.9	2.68	34.8
41	5.78e+02	0.1	3.29	21.1	2.71	32.6
42	5.8e+02	0.1	3.28	21.2	2.65	33.9
43	5.82e+02	0.1	3.28	21.1	2.68	34.4
44	5.81e+02	0.1	3.27	21.1	2.76	31.3
45	5.81e+02	0.1	3.27	21.3	2.64	34.8
46	5.82e+02	0.1	3.26	21.4	2.6	36.0
47	5.82e+02	0.1	3.25	21.3	2.65	34.2
48	5.8e+02	0.1	3.25	21.5	2.72	31.6
49	5.79e+02	0.1	3.26	21.6	2.71	32.5
50	5.81e+02	0.1	3.25	21.8	2.6	35.3
51	5.81e+02	0.001	3.01	26.1	2.27	43.7
52	5.81e+02	0.01	2.94	27.3	2.24	44.1
53	5.8e+02	0.01	2.91	27.7	2.22	45.0
54	5.81e+02	0.01	2.9	27.9	2.21	44.8
55	5.82e+02	0.01	2.88	28.3	2.21	44.8
56	5.82e+02	0.01	2.87	28.6	2.2	45.1
57	5.81e+02	0.01	2.85	28.6	2.21	44.9
58	5.82e+02	0.01	2.84	28.9	2.21	45.1
59	5.81e+02	0.01	2.84	28.9	2.21	44.7
60	5.81e+02	0.01	2.83	29.3	2.19	45.0
61	5.81e+02	0.01	2.82	29.3	2.19	44.7
62	5.82e+02	0.01	2.81	29.4	2.18	45.5
63	5.81e+02	0.01	2.8	29.7	2.18	45.8
64	5.81e+02	0.01	2.8	29.8	2.17	45.5
65	5.82e+02	0.01	2.79	29.8	2.18	45.0
66	5.82e+02	0.01	2.78	29.9	2.2	44.8
67	5.82e+02	0.01	2.78	30.2	2.2	44.7
68	5.81e+02	0.01	2.77	30.1	2.18	45.7
69	5.82e+02	0.01	2.76	30.4	2.19	45.0
70	5.82e+02	0.01	2.76	30.5	2.17	45.3
71	5.82e+02	0.01	2.75	30.4	2.19	44.7
72	5.82e+02	0.01	2.74	30.7	2.19	45.0
73	5.82e+02	0.01	2.74	30.6	2.19	45.0
