epoch	time	lr	train loss	train acc	testloss	test acc
0	7.56	0.01	1.06	60.2	0.887	66.6
1	9.62	0.01	0.825	68.1	0.828	67.7
2	9.63	0.01	0.795	69.2	0.801	68.0
3	11.5	0.01	0.775	70.1	0.783	69.3
4	7.8	0.01	0.761	70.4	0.804	68.4
5	9.62	0.01	0.755	70.7	0.756	71.1
6	9.63	0.01	0.746	71.2	0.763	70.3
7	9.69	0.01	0.743	71.2	0.766	69.9
8	9.67	0.01	0.742	71.3	0.743	71.2
9	9.59	0.01	0.735	71.6	0.742	71.4
10	9.65	0.01	0.73	71.8	0.741	71.7
11	9.65	0.01	0.73	71.8	0.742	70.8
12	11.7	0.01	0.725	71.9	0.758	69.8
13	7.54	0.01	0.723	72.1	0.738	70.9
14	9.58	0.01	0.719	72.1	0.717	72.3
15	9.73	0.01	0.719	72.3	0.739	71.6
16	9.6	0.01	0.721	72.2	0.763	71.3
17	9.55	0.01	0.719	72.3	0.724	72.4
18	11.5	0.01	0.713	72.4	0.75	71.0
19	7.77	0.01	0.712	72.7	0.732	71.9
20	9.7	0.01	0.713	72.4	0.733	71.8
21	11.7	0.01	0.713	72.6	0.754	70.2
22	10.1	0.01	0.711	72.6	0.738	71.7
23	6.94	0.01	0.709	72.6	0.718	72.8
24	9.7	0.01	0.707	72.7	0.728	71.7
25	11.5	0.01	0.708	72.5	0.723	72.1
26	7.63	0.01	0.705	72.7	0.749	71.3
27	11.8	0.01	0.706	72.8	0.721	72.5
28	7.56	0.01	0.704	72.7	0.72	72.3
29	9.58	0.01	0.704	72.8	0.721	72.1
30	9.69	0.01	0.702	72.9	0.721	72.1
31	9.55	0.0001	0.681	73.7	0.694	73.3
32	9.76	0.001	0.681	73.7	0.696	73.3
33	9.6	0.001	0.675	73.8	0.699	73.0
34	9.58	0.001	0.676	74.0	0.697	73.3
35	9.65	0.001	0.676	73.9	0.694	73.2
36	10.2	0.001	0.679	73.7	0.7	73.3
37	7.95	0.001	0.676	73.9	0.685	73.6
38	8.6	0.001	0.677	73.8	0.701	73.2
39	11.7	0.001	0.675	74.0	0.687	73.8
40	7.62	0.001	0.677	73.8	0.697	73.2
41	9.64	0.001	0.674	74.1	0.692	73.5
42	11.6	0.001	0.674	74.0	0.684	73.9
43	9.62	0.001	0.676	73.9	0.696	73.7
44	7.7	0.001	0.673	74.1	0.686	73.6
45	9.67	0.001	0.674	74.0	0.689	73.1
46	9.59	0.001	0.672	74.0	0.685	73.5
47	9.71	0.001	0.674	74.0	0.695	73.1
48	9.64	0.001	0.673	74.0	0.698	73.0
49	9.57	0.001	0.671	74.0	0.696	73.1
50	11.7	0.001	0.67	74.2	0.692	73.7
51	7.46	0.001	0.672	74.1	0.687	73.9
52	9.7	0.001	0.673	74.2	0.686	73.8
53	9.65	0.001	0.67	74.2	0.691	73.5
54	11.6	0.001	0.671	74.0	0.691	72.8
55	7.59	0.001	0.673	74.0	0.685	73.4
56	9.59	0.001	0.67	74.0	0.688	73.7
57	9.59	0.001	0.667	74.1	0.693	73.5
58	9.58	0.001	0.672	74.1	0.696	72.9
59	9.73	0.001	0.669	74.1	0.684	73.6
60	9.55	0.001	0.672	74.1	0.682	73.3
61	9.62	1e-05	0.667	74.3	0.687	73.6
62	9.64	0.0001	0.669	74.1	0.694	73.0
63	9.77	0.0001	0.667	74.2	0.682	73.5
64	11.6	0.0001	0.668	74.3	0.687	73.6
65	9.31	0.0001	0.665	74.4	0.688	73.7
66	8.0	0.0001	0.664	74.3	0.688	73.7
67	9.67	0.0001	0.667	74.2	0.68	74.1
68	9.65	0.0001	0.665	74.4	0.686	73.8
69	9.62	0.0001	0.665	74.2	0.687	73.8
70	9.6	0.0001	0.669	74.2	0.692	73.5
71	9.61	0.0001	0.668	74.2	0.675	74.1
72	9.68	0.0001	0.669	74.2	0.682	73.5
73	11.7	0.0001	0.667	74.3	0.69	73.5
74	7.68	0.0001	0.665	74.3	0.689	73.1
75	9.64	0.0001	0.668	74.2	0.686	73.5
76	9.63	0.0001	0.669	74.2	0.687	73.3
77	9.59	0.0001	0.668	74.1	0.686	73.5
78	11.7	0.0001	0.666	74.4	0.682	73.5
79	7.6	0.0001	0.666	74.4	0.688	73.2
80	9.61	0.0001	0.665	74.3	0.694	73.3
81	9.61	0.0001	0.667	74.2	0.691	73.4
82	9.68	0.0001	0.668	74.3	0.682	74.0
83	9.55	0.0001	0.667	74.2	0.689	73.8
84	9.56	0.0001	0.667	74.4	0.685	73.6
85	9.58	0.0001	0.666	74.1	0.685	73.4
86	9.71	0.0001	0.665	74.2	0.688	73.4
87	9.57	0.0001	0.666	74.3	0.685	73.5
88	9.52	0.0001	0.667	74.2	0.682	73.4
89	9.67	0.0001	0.663	74.4	0.692	73.3
