epoch	time	lr	train loss	train acc	testloss	test acc
40	42.9	0.1	2.35	39.3	2.79	34.4
41	42.4	0.1	2.36	39.5	2.77	33.9
42	42.4	0.1	2.35	39.4	2.65	36.2
43	42.5	0.1	2.33	39.9	2.63	36.1
44	42.5	0.1	2.32	40.0	2.66	35.8
45	42.5	0.1	2.32	40.0	2.65	35.4
46	42.5	0.1	2.32	40.2	2.69	35.6
47	42.6	0.1	2.31	40.3	2.54	37.3
48	42.5	0.1	2.31	40.5	2.54	37.8
49	42.5	0.1	2.3	40.6	2.6	36.9
50	42.5	0.1	2.28	40.6	2.67	35.9
51	42.5	0.001	2.03	46.2	2.29	43.2
52	42.6	0.01	1.94	48.4	2.28	43.2
53	42.4	0.01	1.92	48.8	2.26	44.0
54	42.6	0.01	1.91	48.9	2.31	42.4
55	42.4	0.01	1.9	48.8	2.32	42.4
56	42.5	0.01	1.92	47.9	2.38	41.3
57	42.4	0.01	1.94	47.1	2.39	40.7
58	42.6	0.01	1.96	46.5	2.45	39.8
59	42.6	0.01	1.97	46.1	2.41	40.3
60	42.4	0.01	1.97	45.7	2.49	38.9
61	42.3	0.01	1.98	45.5	2.51	38.8
62	42.5	0.01	1.97	45.7	2.44	39.3
63	42.7	0.01	1.97	45.6	2.49	38.6
64	42.6	0.01	1.96	45.5	2.46	39.0
65	42.4	0.01	1.95	45.8	2.49	38.7
66	42.5	0.01	1.95	45.7	2.5	38.5
67	42.6	0.01	1.95	45.7	2.5	38.6
68	42.5	0.01	1.96	45.5	2.47	39.0
69	42.4	0.01	1.95	45.9	2.5	38.9
70	42.5	0.01	1.94	46.2	2.46	38.7
71	42.4	0.01	1.94	46.0	2.45	39.5
72	42.6	0.01	1.94	45.9	2.48	38.8
73	42.8	0.01	1.92	46.2	2.49	38.7
74	42.7	0.01	1.92	46.3	2.5	38.7
75	42.5	0.01	1.92	46.4	2.48	39.2
76	42.5	0.01	1.91	46.4	2.48	39.3
77	42.6	0.01	1.91	46.6	2.46	38.8
78	42.7	0.01	1.9	46.8	2.51	38.4
79	42.5	0.01	1.89	46.8	2.54	37.9
80	42.5	0.01	1.9	46.7	2.49	39.0
81	42.6	0.01	1.88	47.0	2.49	38.7
82	42.6	0.01	1.88	47.2	2.51	38.4
83	42.9	0.01	1.88	46.9	2.48	39.5
84	42.7	0.01	1.88	47.0	2.56	37.8
85	42.6	0.01	1.87	47.2	2.5	39.1
86	42.5	0.01	1.87	47.4	2.59	37.9
87	42.4	0.01	1.87	47.2	2.58	37.1
88	42.5	0.01	1.86	47.7	2.49	39.0
89	42.3	0.01	1.86	47.4	2.52	38.8
90	42.3	0.01	1.86	47.6	2.55	38.1
