epoch	time	lr	train loss	train acc	testloss	test acc
0	21.7	0.1	4.64	1.44	4.53	1.8
1	21.3	0.1	4.38	3.45	4.23	5.04
2	21.4	0.1	4.03	7.27	4.02	8.58
3	21.4	0.1	3.84	10.2	3.77	11.7
4	21.5	0.1	3.68	13.2	3.69	13.8
5	21.5	0.1	3.55	15.6	3.54	16.0
6	21.6	0.1	3.45	17.2	3.5	16.8
7	21.5	0.1	3.36	19.2	3.36	19.6
8	21.5	0.1	3.29	20.3	3.3	20.6
9	21.6	0.1	3.22	21.8	3.22	22.2
10	21.6	0.1	3.16	22.9	3.24	22.2
11	21.6	0.1	3.11	23.8	3.2	23.4
12	21.5	0.1	3.06	24.6	3.09	24.3
13	21.6	0.1	3.02	25.5	3.09	25.2
14	21.5	0.1	2.98	26.5	3.1	24.2
15	21.7	0.1	2.95	26.9	3.08	25.1
16	21.5	0.1	2.93	27.3	3.02	26.9
17	21.6	0.1	2.89	28.1	3.01	27.4
18	21.5	0.1	2.88	28.3	2.96	27.3
19	21.5	0.1	2.85	28.9	2.98	27.2
20	21.5	0.1	2.83	29.2	3.03	26.6
21	21.6	0.1	2.8	30.0	2.93	28.6
22	21.6	0.1	2.78	30.4	2.93	27.8
23	21.6	0.1	2.77	30.5	2.9	29.2
24	21.5	0.1	2.76	30.5	2.89	29.5
25	21.5	0.1	2.74	31.1	2.95	28.2
26	21.5	0.1	2.73	31.2	2.83	30.1
27	21.5	0.1	2.71	31.9	2.92	29.9
28	21.8	0.1	2.7	32.2	2.87	30.6
29	21.6	0.1	2.69	32.2	2.88	30.0
30	21.7	0.1	2.67	32.7	2.99	28.6
31	21.5	0.1	2.66	32.9	2.83	30.6
32	21.5	0.1	2.65	32.9	2.86	30.6
33	21.6	0.1	2.64	33.1	2.8	30.9
34	21.6	0.1	2.62	33.5	2.91	29.8
35	21.7	0.1	2.62	33.9	2.82	30.9
36	21.5	0.1	2.61	33.8	2.78	31.6
37	21.6	0.1	2.6	34.2	2.85	31.2
38	21.6	0.1	2.59	34.7	2.83	31.4
39	21.5	0.1	2.58	34.6	2.74	32.6
40	21.6	0.1	2.58	34.4	2.77	32.4
41	21.6	0.1	2.57	34.7	2.89	30.9
42	21.5	0.1	2.56	35.2	2.83	30.5
43	21.5	0.1	2.55	34.9	2.81	31.3
44	21.5	0.1	2.54	35.2	2.83	31.5
45	21.6	0.1	2.54	35.5	2.82	31.1
46	21.6	0.1	2.53	35.6	2.75	32.0
47	21.5	0.1	2.53	35.7	2.71	33.3
48	21.6	0.1	2.52	35.8	2.86	31.0
49	21.6	0.1	2.51	35.9	3.11	28.0
50	21.6	0.1	2.51	36.2	2.76	32.4
51	21.6	0.001	2.33	40.0	2.53	37.2
52	21.6	0.01	2.27	41.3	2.53	37.3
53	21.6	0.01	2.25	41.9	2.54	37.6
54	21.8	0.01	2.24	42.0	2.54	37.5
55	21.7	0.01	2.23	42.1	2.52	38.0
56	21.6	0.01	2.22	42.6	2.52	37.8
57	21.7	0.01	2.21	42.5	2.52	37.1
58	21.7	0.01	2.2	42.7	2.51	38.2
59	21.6	0.01	2.2	43.0	2.51	37.8
60	21.6	0.01	2.19	43.2	2.53	37.8
61	21.6	0.01	2.19	43.1	2.51	38.3
62	21.6	0.01	2.17	43.4	2.52	38.0
63	21.6	0.01	2.16	43.7	2.53	37.3
64	21.6	0.01	2.16	43.5	2.52	37.7
65	21.6	0.01	2.16	43.7	2.52	38.0
66	21.7	0.01	2.16	43.7	2.54	37.8
67	21.6	0.01	2.15	44.0	2.53	38.1
68	21.6	0.01	2.15	44.0	2.53	37.6
69	21.5	0.01	2.14	44.1	2.53	37.6
70	21.7	0.01	2.14	44.1	2.54	37.6
71	21.6	0.01	2.13	44.4	2.53	37.5
72	21.7	0.01	2.13	44.1	2.56	37.5
73	21.7	0.01	2.13	44.3	2.53	37.8
74	21.7	0.01	2.12	44.6	2.53	37.9
75	21.7	0.01	2.11	44.6	2.54	37.6
76	21.5	0.01	2.12	44.4	2.54	37.8
77	21.6	0.01	2.1	44.8	2.56	37.5
78	21.6	0.01	2.1	45.2	2.56	38.0
79	21.6	0.01	2.1	44.9	2.55	37.6
80	21.5	0.01	2.09	45.2	2.58	37.4
81	21.6	0.01	2.09	45.4	2.54	37.7
82	21.7	0.01	2.09	45.3	2.56	37.8
83	21.7	0.01	2.09	45.1	2.57	37.5
84	21.6	0.01	2.08	45.5	2.57	37.8
85	21.6	0.01	2.07	45.4	2.56	36.9
86	21.6	0.01	2.08	45.7	2.57	37.5
87	21.6	0.01	2.07	45.5	2.56	37.7
88	21.6	0.01	2.07	46.0	2.57	37.3
89	21.6	0.01	2.06	45.8	2.61	37.6
90	21.8	0.01	2.06	45.8	2.6	37.1
91	21.7	0.01	2.06	45.7	2.56	37.7
