epoch	time	lr	train loss	train acc	testloss	test acc
0	18.6	0.01	0.718	0.0	0.701	75.8
1	17.9	0.01	0.484	0.0	0.675	77.1
2	24.3	0.01	0.429	0.0	0.654	78.0
3	16.8	0.01	0.401	0.0	0.663	79.9
4	20.7	0.01	0.382	0.0	0.686	79.7
5	19.2	0.01	0.369	0.0	0.642	81.1
6	16.9	0.01	0.358	0.0	0.661	80.8
7	26.1	0.01	0.348	0.0	0.714	80.5
8	20.3	0.01	0.343	0.0	0.661	81.5
9	17.1	0.01	0.336	0.0	0.664	80.8
10	21.8	0.01	0.33	0.0	0.694	81.1
11	17.2	0.01	0.327	0.0	0.667	81.2
12	17.4	0.01	0.321	0.0	0.683	81.9
13	19.5	0.01	0.318	0.0	0.738	81.1
14	17.3	0.01	0.313	0.0	0.671	81.8
15	17.3	0.01	0.311	0.0	0.684	82.5
16	17.5	0.01	0.305	0.0	0.699	81.7
17	18.3	0.01	0.305	0.0	0.7	82.6
18	17.5	0.01	0.303	0.0	0.669	82.1
19	17.6	0.01	0.298	0.0	0.73	81.6
20	17.8	0.01	0.297	0.0	0.744	81.7
21	17.6	0.01	0.293	0.0	0.709	83.0
22	17.8	0.01	0.292	0.0	0.742	82.3
23	17.5	0.01	0.291	0.0	0.698	82.7
24	17.7	0.01	0.286	0.0	0.74	82.5
25	19.3	0.01	0.285	0.0	0.764	82.3
26	23.2	0.01	0.282	0.0	0.757	81.5
27	17.4	0.01	0.281	0.0	0.727	83.1
28	23.1	0.01	0.281	0.0	0.696	83.0
29	17.5	0.01	0.278	0.0	0.801	82.1
30	17.3	0.01	0.276	0.0	0.771	82.6
31	20.4	0.0001	0.657	0.0	1.78	76.2
32	23.2	0.001	0.639	0.0	1.24	78.8
33	25.0	0.001	0.6	0.0	1.08	80.0
34	22.5	0.001	0.583	0.0	1.12	79.6
35	20.1	0.001	0.588	0.0	1.04	80.5
36	20.7	0.001	0.567	0.0	1.07	79.8
37	20.5	0.001	0.588	0.0	1.11	79.1
38	22.3	0.001	0.558	0.0	1.39	78.4
39	20.4	0.001	0.557	0.0	0.991	80.7
40	20.3	0.001	0.558	0.0	1.11	80.7
41	20.6	0.001	0.556	0.0	1.11	80.5
42	20.7	0.001	0.561	0.0	1.17	80.5
43	22.4	0.001	0.561	0.0	1.16	80.7
44	20.2	0.001	0.552	0.0	1.21	79.3
45	20.6	0.001	0.56	0.0	1.07	81.2
46	20.7	0.001	0.568	0.0	1.27	80.0
47	21.2	0.001	0.572	0.0	1.16	80.6
48	24.1	0.001	0.552	0.0	1.09	80.1
49	20.0	0.001	0.549	0.0	1.28	80.3
50	22.3	0.001	0.576	0.0	1.09	80.6
51	21.2	0.001	0.551	0.0	1.13	80.7
52	22.2	0.001	0.546	0.0	1.13	80.5
53	20.2	0.001	0.558	0.0	1.12	80.7
54	20.7	0.001	0.551	0.0	1.16	80.9
55	24.0	0.001	0.57	0.0	1.42	80.0
56	25.5	0.001	0.554	0.0	1.16	81.0
57	20.3	0.001	0.545	0.0	1.34	80.6
58	20.4	0.001	0.558	0.0	1.35	80.1
59	24.3	0.001	0.555	0.0	1.21	80.5
60	22.2	0.001	0.574	0.0	1.5	80.2
61	20.3	1e-05	0.518	0.0	1.15	81.5
62	23.7	0.0001	0.489	0.0	1.11	82.0
63	24.0	0.0001	0.485	0.0	1.08	81.9
64	23.7	0.0001	0.476	0.0	1.01	81.5
65	22.1	0.0001	0.458	0.0	1.04	81.8
66	21.3	0.0001	0.464	0.0	1.03	82.3
67	20.8	0.0001	0.458	0.0	1.05	82.4
68	22.2	0.0001	0.453	0.0	1.0	81.9
69	22.0	0.0001	0.453	0.0	0.994	82.0
70	23.5	0.0001	0.454	0.0	0.999	82.0
71	21.9	0.0001	0.444	0.0	0.962	82.0
72	20.3	0.0001	0.448	0.0	0.996	82.3
73	20.4	0.0001	0.443	0.0	0.995	82.1
74	20.1	0.0001	0.446	0.0	0.99	81.6
75	20.4	0.0001	0.445	0.0	0.992	81.7
76	24.3	0.0001	0.44	0.0	0.996	81.9
77	19.7	0.0001	0.44	0.0	0.948	82.3
78	24.3	0.0001	0.436	0.0	0.958	82.3
79	20.2	0.0001	0.428	0.0	0.931	82.1
80	23.6	0.0001	0.431	0.0	0.976	81.7
81	20.6	0.0001	0.439	0.0	0.893	82.5
82	20.5	0.0001	0.436	0.0	0.91	82.3
83	25.1	0.0001	0.433	0.0	0.935	82.2
84	22.3	0.0001	0.439	0.0	0.941	82.3
85	24.2	0.0001	0.435	0.0	0.93	81.7
86	20.6	0.0001	0.434	0.0	0.909	82.5
87	26.5	0.0001	0.43	0.0	0.889	82.2
88	27.2	0.0001	0.427	0.0	0.884	82.7
89	20.8	0.0001	0.425	0.0	0.88	82.3
