epoch	time	lr	train loss	train acc	testloss	test acc
0	3.58	0.01	1.07	60.9	0.747	69.7
1	3.57	0.01	0.663	74.3	0.66	73.7
2	3.59	0.01	0.606	76.6	0.591	77.3
3	5.47	0.01	0.57	78.2	0.577	77.7
4	3.58	0.01	0.55	79.0	0.583	77.4
5	3.58	0.01	0.526	79.8	0.532	80.2
6	3.54	0.01	0.516	80.5	0.543	79.5
7	3.57	0.01	0.502	80.9	0.524	79.9
8	3.61	0.01	0.491	81.4	0.509	80.7
9	3.56	0.01	0.482	81.7	0.491	81.5
10	3.52	0.01	0.475	81.8	0.492	81.3
11	3.54	0.01	0.468	82.1	0.491	81.9
12	3.73	0.01	0.463	82.5	0.485	82.0
13	7.21	0.01	0.464	82.4	0.49	81.6
14	5.44	0.01	0.456	82.6	0.492	81.3
15	5.26	0.01	0.45	83.0	0.485	82.1
16	3.54	0.01	0.446	83.0	0.482	81.4
17	3.58	0.01	0.442	83.1	0.478	81.6
18	5.31	0.01	0.441	83.3	0.465	82.8
19	3.6	0.01	0.435	83.3	0.476	82.0
20	5.52	0.01	0.433	83.4	0.469	82.1
21	3.52	0.01	0.43	83.5	0.466	82.5
22	3.51	0.01	0.424	83.8	0.45	83.3
23	5.47	0.01	0.428	83.8	0.46	82.4
24	3.6	0.01	0.424	83.9	0.471	82.4
25	3.56	0.01	0.419	84.0	0.45	83.0
26	7.53	0.01	0.418	84.0	0.453	83.2
27	3.46	0.01	0.42	83.9	0.454	83.0
28	5.27	0.01	0.417	84.2	0.44	83.5
29	7.24	0.01	0.416	84.2	0.448	83.2
30	3.61	0.01	0.413	84.4	0.474	81.9
31	6.34	0.0001	0.396	84.9	0.436	83.6
32	3.56	0.001	0.393	85.1	0.427	84.1
33	3.53	0.001	0.393	85.0	0.431	84.1
34	3.68	0.001	0.393	85.1	0.433	83.6
35	6.81	0.001	0.391	85.0	0.425	84.6
36	3.54	0.001	0.393	85.2	0.431	83.6
37	3.63	0.001	0.39	85.1	0.429	83.8
38	5.42	0.001	0.389	85.2	0.432	83.9
39	3.53	0.001	0.39	85.1	0.43	83.5
40	4.66	0.001	0.389	85.2	0.429	83.7
41	3.64	0.001	0.388	85.2	0.431	83.9
42	3.53	0.001	0.387	85.2	0.435	84.2
43	3.59	0.001	0.393	85.1	0.438	83.3
44	3.61	0.001	0.388	85.2	0.432	84.0
45	3.67	0.001	0.387	85.2	0.435	83.6
46	3.54	0.001	0.386	85.4	0.423	84.1
47	3.56	0.001	0.384	85.4	0.435	83.5
48	5.09	0.001	0.388	85.1	0.425	84.0
49	3.58	0.001	0.386	85.2	0.428	84.0
50	4.76	0.001	0.385	85.2	0.421	84.0
51	3.52	0.001	0.385	85.3	0.427	84.2
52	3.56	0.001	0.384	85.3	0.435	83.6
53	3.6	0.001	0.385	85.3	0.43	84.0
54	7.27	0.001	0.388	85.2	0.427	83.8
55	3.61	0.001	0.384	85.3	0.435	83.5
56	5.32	0.001	0.385	85.4	0.423	83.9
57	3.58	0.001	0.385	85.1	0.421	84.2
58	5.58	0.001	0.382	85.4	0.424	84.0
59	4.73	0.001	0.386	85.2	0.426	84.1
60	5.53	0.001	0.383	85.4	0.425	84.0
61	3.55	1e-05	0.381	85.3	0.425	83.8
62	3.6	0.0001	0.382	85.3	0.42	84.1
63	3.64	0.0001	0.38	85.4	0.426	84.0
64	5.41	0.0001	0.382	85.5	0.429	83.9
65	6.41	0.0001	0.384	85.3	0.431	83.6
66	5.34	0.0001	0.381	85.3	0.425	84.0
67	3.6	0.0001	0.384	85.3	0.422	84.2
68	3.57	0.0001	0.38	85.6	0.424	84.0
69	7.29	0.0001	0.38	85.5	0.422	84.2
70	3.64	0.0001	0.379	85.6	0.425	83.6
71	3.59	0.0001	0.381	85.6	0.427	84.0
72	3.62	0.0001	0.382	85.4	0.42	84.4
73	3.59	0.0001	0.381	85.3	0.428	83.9
74	3.6	0.0001	0.381	85.4	0.426	84.1
75	7.44	0.0001	0.379	85.5	0.424	84.2
76	3.59	0.0001	0.379	85.6	0.432	83.7
77	5.48	0.0001	0.379	85.5	0.425	83.8
78	3.61	0.0001	0.379	85.6	0.427	84.2
79	3.67	0.0001	0.379	85.5	0.425	84.0
80	3.64	0.0001	0.38	85.5	0.421	84.1
81	3.59	0.0001	0.382	85.5	0.423	84.0
82	3.59	0.0001	0.377	85.5	0.418	84.4
83	3.57	0.0001	0.38	85.5	0.426	83.9
84	3.58	0.0001	0.382	85.4	0.42	84.3
85	3.61	0.0001	0.38	85.3	0.422	84.3
86	3.59	0.0001	0.378	85.5	0.423	84.1
87	5.14	0.0001	0.38	85.6	0.422	84.0
88	3.63	0.0001	0.378	85.6	0.418	84.0
89	8.3	0.0001	0.377	85.4	0.425	84.0
