epoch	time	lr	train loss	train acc	testloss	test acc
0	3.54e+02	0.1	0.658	15.0	2.22	28.4
1	3.56e+02	0.1	0.59	19.7	2.1	34.5
2	3.56e+02	0.1	0.553	22.2	2.22	36.8
3	3.56e+02	0.1	0.525	24.3	2.45	33.7
4	3.56e+02	0.1	0.507	25.5	1.89	43.0
5	3.56e+02	0.1	0.492	26.5	2.07	44.1
6	3.56e+02	0.1	0.482	26.9	1.89	44.9
7	3.56e+02	0.1	0.474	27.6	2.14	39.3
8	3.56e+02	0.1	0.467	28.1	1.8	44.6
9	3.55e+02	0.1	0.461	28.5	1.93	45.0
10	3.56e+02	0.1	0.457	28.7	2.0	43.1
11	3.56e+02	0.1	0.451	29.1	1.79	45.5
12	3.56e+02	0.1	0.449	29.6	2.2	41.0
13	3.56e+02	0.1	0.445	29.5	2.65	44.8
14	3.56e+02	0.1	0.444	29.7	1.65	48.5
15	3.56e+02	0.1	0.438	30.0	1.61	49.2
16	3.56e+02	0.1	0.438	30.1	1.67	49.1
17	3.56e+02	0.1	0.437	30.4	1.61	49.4
18	3.56e+02	0.1	0.433	30.4	1.76	48.3
19	3.55e+02	0.1	0.43	30.7	1.55	51.1
20	3.55e+02	0.1	0.43	30.7	1.6	49.3
21	3.56e+02	0.1	0.429	30.9	1.6	48.1
22	3.56e+02	0.1	0.426	31.0	1.56	50.9
23	3.56e+02	0.1	0.424	31.2	1.71	49.4
24	3.56e+02	0.1	0.424	31.4	1.57	51.1
25	3.55e+02	0.1	0.425	31.2	1.73	48.8
26	3.55e+02	0.1	0.42	31.3	1.55	50.7
27	3.55e+02	0.1	0.419	31.3	1.72	48.2
28	3.55e+02	0.1	0.419	31.5	1.72	49.6
29	3.55e+02	0.1	0.419	31.5	1.64	49.9
30	3.55e+02	0.1	0.418	31.7	1.72	48.2
31	3.55e+02	0.1	0.418	31.7	1.55	51.3
32	3.56e+02	0.1	0.415	32.0	1.59	50.9
33	3.55e+02	0.1	0.413	32.0	1.5	52.5
34	3.55e+02	0.1	0.412	31.9	1.56	52.1
35	3.55e+02	0.1	0.413	32.3	1.52	51.6
36	3.55e+02	0.1	0.413	32.4	1.69	49.2
37	3.55e+02	0.1	0.411	32.2	1.72	49.2
38	3.56e+02	0.1	0.408	32.3	1.53	52.5
39	3.56e+02	0.1	0.409	32.4	1.5	51.9
40	3.56e+02	0.1	0.41	32.4	1.59	50.5
41	3.56e+02	0.1	0.409	32.6	1.75	49.0
42	3.55e+02	0.1	0.406	32.6	1.67	49.7
43	3.55e+02	0.1	0.405	32.7	1.59	51.6
44	3.55e+02	0.1	0.406	32.7	1.5	51.6
45	3.55e+02	0.1	0.407	32.7	1.61	50.6
46	3.55e+02	0.1	0.407	32.5	1.65	49.9
47	3.55e+02	0.1	0.405	32.7	1.52	52.6
48	3.55e+02	0.1	0.406	32.9	1.59	51.6
49	3.55e+02	0.1	0.404	32.7	1.49	52.5
50	3.55e+02	0.1	0.404	32.7	1.64	50.1
51	3.55e+02	0.001	0.374	35.9	1.27	58.1
52	3.55e+02	0.01	0.364	36.9	1.26	58.3
53	3.55e+02	0.01	0.362	37.0	1.26	58.3
54	3.55e+02	0.01	0.358	37.4	1.28	57.9
55	3.55e+02	0.01	0.358	37.4	1.26	58.9
56	3.55e+02	0.01	0.357	37.6	1.26	58.0
57	3.55e+02	0.01	0.355	37.7	1.23	59.0
58	3.55e+02	0.01	0.355	38.0	1.23	59.2
59	3.55e+02	0.01	0.352	38.0	1.21	59.9
60	3.55e+02	0.01	0.355	38.2	1.24	59.0
61	3.55e+02	0.01	0.353	38.1	1.22	59.4
62	3.55e+02	0.01	0.351	38.2	1.26	58.4
63	3.55e+02	0.01	0.353	38.5	1.23	59.3
64	3.55e+02	0.01	0.351	38.5	1.25	59.2
65	3.55e+02	0.01	0.351	38.5	1.23	59.3
66	3.55e+02	0.01	0.348	38.6	1.25	58.8
67	3.55e+02	0.01	0.348	38.7	1.22	60.0
68	3.55e+02	0.01	0.35	38.6	1.22	60.1
69	3.55e+02	0.01	0.346	38.8	1.25	58.6
70	3.55e+02	0.01	0.347	39.0	1.24	59.5
71	3.56e+02	0.01	0.347	39.1	1.21	59.9
72	3.55e+02	0.01	0.347	39.1	1.24	59.7
73	3.55e+02	0.01	0.347	39.0	1.21	59.8
74	3.55e+02	0.01	0.346	39.1	1.24	59.0
75	3.55e+02	0.01	0.346	39.1	1.22	59.5
76	3.55e+02	0.01	0.344	39.3	1.21	60.3
77	3.55e+02	0.01	0.346	39.1	1.23	59.7
78	3.55e+02	0.01	0.343	39.5	1.23	59.3
79	3.55e+02	0.01	0.344	39.4	1.21	59.5
80	3.55e+02	0.01	0.344	39.4	1.23	59.2
81	3.55e+02	0.01	0.343	39.6	1.24	58.9
82	3.55e+02	0.01	0.341	39.5	1.2	60.6
83	3.55e+02	0.01	0.342	39.5	1.25	58.9
84	3.55e+02	0.01	0.339	39.6	1.2	59.4
85	3.55e+02	0.01	0.341	39.8	1.24	59.1
86	3.55e+02	0.01	0.34	39.7	1.22	59.9
87	3.55e+02	0.01	0.34	39.8	1.24	58.9
88	3.55e+02	0.01	0.341	39.9	1.22	59.7
89	3.55e+02	0.01	0.34	39.8	1.21	60.0
90	3.55e+02	0.01	0.341	40.0	1.22	60.2
91	3.55e+02	0.01	0.339	40.0	1.2	60.4
92	3.55e+02	0.01	0.339	40.0	1.22	60.1
93	3.55e+02	0.01	0.338	40.0	1.23	60.1
94	3.55e+02	0.01	0.34	40.0	1.22	60.0
95	3.55e+02	0.01	0.337	40.0	1.22	59.6
96	3.55e+02	0.01	0.339	40.0	1.21	60.2
97	3.55e+02	0.01	0.339	40.3	1.2	60.6
98	3.55e+02	0.01	0.337	40.2	1.25	59.5
99	3.55e+02	0.01	0.335	40.3	1.21	60.5
100	3.55e+02	0.01	0.338	40.2	1.19	60.4
101	3.55e+02	0.0001	0.329	41.6	1.17	61.2
102	3.55e+02	0.001	0.323	42.2	1.15	61.5
103	3.55e+02	0.001	0.321	42.4	1.15	62.5
104	3.55e+02	0.001	0.32	42.6	1.16	61.3
105	3.55e+02	0.001	0.32	42.8	1.15	61.1
106	3.55e+02	0.001	0.319	42.7	1.16	61.5
107	3.55e+02	0.001	0.318	42.8	1.16	61.7
108	3.55e+02	0.001	0.318	42.8	1.17	61.5
109	3.55e+02	0.001	0.317	42.9	1.15	61.8
110	3.55e+02	0.001	0.316	42.9	1.14	62.4
111	3.55e+02	0.001	0.317	43.0	1.14	62.5
112	3.55e+02	0.001	0.316	43.0	1.14	62.3
113	3.55e+02	0.001	0.316	43.2	1.16	61.6
114	3.56e+02	0.001	0.316	43.1	1.15	61.8
115	3.55e+02	0.001	0.315	43.2	1.15	61.5
116	3.55e+02	0.001	0.316	43.3	1.16	61.1
117	3.55e+02	0.001	0.315	43.3	1.17	61.0
118	3.55e+02	0.001	0.312	43.6	1.14	62.1
119	3.55e+02	0.001	0.313	43.4	1.14	62.3
120	3.55e+02	0.001	0.313	43.4	1.17	61.4
121	3.55e+02	0.001	0.313	43.5	1.17	60.9
122	3.55e+02	0.001	0.314	43.6	1.15	62.2
123	3.55e+02	0.001	0.312	43.6	1.17	61.8
124	3.55e+02	0.001	0.314	43.5	1.17	61.3
125	3.55e+02	0.001	0.314	43.6	1.16	61.7
126	3.55e+02	0.001	0.312	43.6	1.16	61.6
127	3.55e+02	0.001	0.313	43.6	1.15	61.6
