epoch	time	lr	train loss	train acc	testloss	test acc
0	4.72	0.01	1.41	56.1	0.809	75.5
1	4.36	0.01	0.699	77.7	0.727	78.9
2	2.91	0.01	0.564	81.7	0.601	82.3
3	6.57	0.01	0.497	83.6	0.542	83.4
4	2.94	0.01	0.457	84.5	0.551	83.8
5	2.96	0.01	0.434	85.3	0.498	84.5
6	2.95	0.01	0.412	85.9	0.476	85.3
7	3.07	0.01	0.397	86.3	0.473	85.7
8	2.97	0.01	0.383	86.7	0.49	85.4
9	3.05	0.01	0.369	86.9	0.466	85.7
10	3.01	0.01	0.36	87.1	0.448	86.1
11	2.88	0.01	0.351	87.4	0.452	86.3
12	3.06	0.01	0.343	87.6	0.428	86.6
13	2.98	0.01	0.332	87.8	0.451	86.7
14	3.0	0.01	0.328	87.9	0.419	86.9
15	2.97	0.01	0.321	88.0	0.43	86.7
16	2.98	0.01	0.311	88.3	0.452	86.8
17	3.01	0.01	0.311	88.3	0.448	86.5
18	3.05	0.01	0.303	88.5	0.408	87.5
19	2.92	0.01	0.296	88.7	0.406	87.3
20	3.83	0.01	0.291	88.7	0.436	87.2
21	4.31	0.01	0.287	88.8	0.415	86.9
22	2.98	0.01	0.28	89.0	0.39	87.3
23	2.99	0.01	0.277	89.1	0.403	87.7
24	3.33	0.01	0.274	89.2	0.449	87.0
25	2.92	0.01	0.27	89.2	0.424	87.3
26	3.03	0.01	0.266	89.2	0.417	87.4
27	3.0	0.01	0.26	89.3	0.421	87.6
28	2.98	0.01	0.255	89.5	0.419	87.5
29	3.03	0.01	0.253	89.5	0.418	87.7
30	2.98	0.01	0.253	89.5	0.436	87.5
31	2.97	0.0001	0.223	90.2	0.402	87.9
32	3.02	0.001	0.215	90.4	0.399	88.2
33	2.96	0.001	0.213	90.6	0.401	88.0
34	3.01	0.001	0.21	90.7	0.388	88.4
35	2.98	0.001	0.208	90.7	0.396	88.5
36	4.3	0.001	0.208	90.6	0.393	88.3
37	2.89	0.001	0.207	90.6	0.394	87.9
38	2.92	0.001	0.206	90.7	0.39	88.3
39	3.0	0.001	0.205	90.8	0.383	88.3
40	2.93	0.001	0.204	90.8	0.393	88.2
41	2.95	0.001	0.202	90.8	0.388	88.5
42	2.94	0.001	0.203	90.7	0.387	88.3
43	2.92	0.001	0.201	91.0	0.395	88.1
44	2.89	0.001	0.2	90.7	0.393	88.3
45	6.72	0.001	0.2	90.9	0.391	88.3
46	4.76	0.001	0.199	90.8	0.392	88.5
47	2.98	0.001	0.199	90.7	0.399	88.2
48	2.94	0.001	0.197	91.0	0.393	88.2
49	2.93	0.001	0.197	90.9	0.402	88.2
50	2.91	0.001	0.197	90.9	0.386	88.3
51	2.97	0.001	0.195	90.9	0.391	88.7
52	2.96	0.001	0.194	91.0	0.398	88.1
53	4.14	0.001	0.195	91.1	0.395	88.3
54	6.56	0.001	0.193	91.0	0.397	88.2
55	2.87	0.001	0.193	91.0	0.387	88.6
56	2.95	0.001	0.192	91.0	0.386	88.6
57	2.95	0.001	0.192	91.0	0.393	88.3
58	3.02	0.001	0.191	91.1	0.384	88.6
59	2.99	0.001	0.191	91.0	0.387	88.6
60	2.95	0.001	0.19	91.1	0.394	88.5
61	2.94	1e-05	0.184	91.3	0.398	88.2
62	3.0	0.0001	0.185	91.2	0.386	88.5
63	3.01	0.0001	0.184	91.2	0.39	88.5
64	2.97	0.0001	0.185	91.1	0.398	88.4
65	3.0	0.0001	0.184	91.4	0.391	88.5
66	2.95	0.0001	0.185	91.2	0.39	88.8
67	2.98	0.0001	0.184	91.1	0.39	88.5
68	2.86	0.0001	0.184	91.1	0.394	88.2
69	3.0	0.0001	0.183	91.2	0.391	88.3
70	2.95	0.0001	0.185	91.3	0.391	88.2
71	3.6	0.0001	0.184	91.2	0.387	88.5
72	3.01	0.0001	0.183	91.2	0.393	88.5
73	2.99	0.0001	0.183	91.2	0.392	88.4
74	2.96	0.0001	0.184	91.3	0.392	88.9
75	3.01	0.0001	0.184	91.2	0.386	88.6
76	3.03	0.0001	0.183	91.2	0.389	88.3
77	2.98	0.0001	0.183	91.3	0.385	88.2
78	3.01	0.0001	0.184	91.2	0.39	88.9
79	2.87	0.0001	0.183	91.4	0.387	88.6
80	2.93	0.0001	0.184	91.2	0.38	88.6
81	2.99	0.0001	0.183	91.2	0.388	88.2
82	2.96	0.0001	0.182	91.2	0.39	88.8
83	3.07	0.0001	0.183	91.3	0.387	88.5
84	3.04	0.0001	0.182	91.3	0.386	88.7
85	3.02	0.0001	0.183	91.2	0.38	88.5
86	5.02	0.0001	0.182	91.3	0.385	88.7
87	2.98	0.0001	0.182	91.2	0.385	88.5
88	2.98	0.0001	0.182	91.2	0.389	88.9
89	2.99	0.0001	0.182	91.3	0.395	88.4
