epoch	time	lr	train loss	train acc	testloss	test acc
0	4.51	0.01	1.48	47.1	1.13	63.3
1	3.73	0.01	0.866	64.2	1.0	65.9
2	5.45	0.01	0.743	66.5	0.906	69.4
3	5.39	0.01	0.641	69.6	0.86	69.6
4	5.84	0.01	0.61	70.1	0.849	70.4
5	5.83	0.01	0.57	70.9	0.844	70.6
6	5.64	0.01	0.535	71.4	0.809	71.4
7	4.3	0.01	0.509	72.0	0.815	72.2
8	5.61	0.01	0.494	72.4	0.782	72.2
9	5.77	0.01	0.48	72.5	0.855	71.6
10	5.57	0.01	0.475	72.6	0.799	72.0
11	5.69	0.01	0.464	72.8	0.782	73.4
12	5.88	0.01	0.456	73.0	0.794	72.1
13	3.58	0.01	0.444	73.3	0.782	72.8
14	5.64	0.01	0.444	73.3	0.754	73.3
15	6.77	0.01	0.439	73.3	0.788	72.9
16	5.67	0.01	0.428	73.8	0.8	73.2
17	5.72	0.01	0.429	73.6	0.752	72.9
18	5.33	0.01	0.422	73.7	0.78	72.7
19	3.73	0.01	0.418	73.8	0.755	73.1
20	5.61	0.01	0.411	73.8	0.764	72.8
21	5.78	0.01	0.41	73.8	0.76	73.2
22	5.88	0.01	0.406	73.8	0.739	73.6
23	5.61	0.01	0.408	74.1	0.752	72.8
24	5.72	0.01	0.404	73.9	0.743	73.7
25	3.61	0.01	0.401	74.2	0.76	73.5
26	5.54	0.01	0.396	74.5	0.735	74.0
27	8.38	0.01	0.39	74.1	0.766	73.4
28	5.5	0.01	0.39	74.2	0.788	72.9
29	5.72	0.01	0.384	74.3	0.733	73.8
30	4.95	0.01	0.383	74.2	0.741	73.9
31	5.28	0.0001	0.363	74.9	0.728	74.5
32	5.61	0.001	0.357	75.1	0.729	74.0
33	5.54	0.001	0.357	75.1	0.72	74.7
34	5.57	0.001	0.355	75.0	0.732	74.6
35	6.04	0.001	0.352	75.1	0.73	74.0
36	5.08	0.001	0.353	75.0	0.721	74.6
37	4.7	0.001	0.35	75.2	0.731	74.2
38	5.66	0.001	0.351	75.3	0.715	75.0
39	5.57	0.001	0.348	75.3	0.722	74.9
40	5.69	0.001	0.349	74.9	0.717	74.7
41	5.61	0.001	0.349	75.3	0.722	74.5
42	5.45	0.001	0.349	75.2	0.713	75.3
43	3.55	0.001	0.346	75.5	0.73	74.5
44	5.38	0.001	0.348	75.2	0.73	74.3
45	5.64	0.001	0.348	75.3	0.733	74.6
46	6.02	0.001	0.346	75.1	0.729	74.4
47	5.82	0.001	0.343	75.3	0.728	74.6
48	5.6	0.001	0.344	75.3	0.723	74.4
49	4.25	0.001	0.343	75.6	0.711	75.2
50	5.32	0.001	0.342	75.5	0.722	74.7
51	5.63	0.001	0.343	75.3	0.712	74.5
52	5.67	0.001	0.342	75.4	0.719	74.5
53	5.7	0.001	0.342	75.3	0.721	74.2
54	5.87	0.001	0.341	75.1	0.703	75.3
55	4.81	0.001	0.34	75.4	0.727	74.7
56	3.46	0.001	0.339	75.4	0.717	74.4
57	4.95	0.001	0.338	75.4	0.714	74.9
58	5.34	0.001	0.336	75.4	0.729	74.6
59	5.75	0.001	0.339	75.4	0.72	75.1
60	5.84	0.001	0.339	75.4	0.726	74.5
61	5.75	1e-05	0.331	75.7	0.725	74.6
62	5.34	0.0001	0.333	75.5	0.728	74.3
63	5.17	0.0001	0.331	75.4	0.715	74.7
64	5.72	0.0001	0.333	75.5	0.717	75.2
65	5.89	0.0001	0.334	75.6	0.707	74.9
66	5.79	0.0001	0.333	75.4	0.735	74.4
67	5.63	0.0001	0.334	75.5	0.734	74.2
68	4.32	0.0001	0.333	75.5	0.717	74.8
69	3.52	0.0001	0.333	75.4	0.722	74.7
70	7.45	0.0001	0.334	75.5	0.725	74.3
71	5.51	0.0001	0.333	75.4	0.727	74.4
72	5.65	0.0001	0.335	75.4	0.71	75.5
73	5.48	0.0001	0.334	75.8	0.72	75.2
74	5.65	0.0001	0.334	75.5	0.717	74.5
75	3.62	0.0001	0.334	75.5	0.722	74.6
76	5.67	0.0001	0.333	75.6	0.714	75.1
77	5.88	0.0001	0.334	75.6	0.706	75.3
78	5.8	0.0001	0.332	75.4	0.719	75.2
79	5.62	0.0001	0.334	75.4	0.713	75.1
80	5.63	0.0001	0.332	75.9	0.717	75.0
81	4.7	0.0001	0.332	75.5	0.721	74.9
82	5.41	0.0001	0.333	75.5	0.709	74.6
83	5.58	0.0001	0.332	75.5	0.72	74.4
84	7.55	0.0001	0.333	75.6	0.724	74.8
85	5.62	0.0001	0.333	75.6	0.717	75.0
86	5.66	0.0001	0.331	75.7	0.703	74.9
87	3.55	0.0001	0.332	75.7	0.722	75.1
88	5.32	0.0001	0.332	75.7	0.713	74.8
89	5.88	0.0001	0.331	75.4	0.729	74.9
