epoch	time	lr	train loss	train acc	testloss	test acc
0	3.54e+02	0.1	1.03	0.874	4.95	4.57
1	3.56e+02	0.1	0.946	1.51	4.74	6.65
2	3.57e+02	0.1	0.927	2.87	4.49	10.7
3	3.56e+02	0.1	0.905	4.52	4.35	14.3
4	3.57e+02	0.1	0.871	7.7	5.69	15.6
5	3.56e+02	0.1	0.848	8.05	5.2	19.3
6	3.56e+02	0.1	0.82	9.18	4.37	19.9
7	3.56e+02	0.1	0.825	9.37	4.33	22.1
8	3.56e+02	0.1	0.831	9.85	4.06	24.2
9	3.56e+02	0.1	0.805	10.5	3.61	25.1
10	3.56e+02	0.1	0.79	11.1	3.71	24.4
11	3.57e+02	0.1	0.778	11.6	3.34	27.8
12	3.56e+02	0.1	0.763	12.0	3.21	28.9
13	3.56e+02	0.1	0.755	12.5	3.31	29.7
14	3.56e+02	0.1	0.749	13.0	3.06	32.3
15	3.56e+02	0.1	0.738	13.2	3.09	31.8
16	3.57e+02	0.1	0.731	13.6	3.01	33.2
17	3.57e+02	0.1	0.723	13.7	3.13	31.1
18	3.57e+02	0.1	0.717	14.1	3.09	31.9
19	3.57e+02	0.1	0.713	14.3	3.06	33.2
20	3.56e+02	0.1	0.708	14.4	3.0	33.7
21	3.56e+02	0.1	0.702	14.6	2.98	33.6
22	3.56e+02	0.1	0.699	14.8	2.98	34.4
23	3.56e+02	0.1	0.694	14.9	3.04	33.2
24	3.56e+02	0.1	0.691	15.1	2.91	34.5
25	3.56e+02	0.1	0.687	15.6	3.04	33.1
26	3.55e+02	0.1	0.681	15.5	2.91	34.5
27	3.55e+02	0.1	0.682	15.7	2.84	36.4
28	3.55e+02	0.1	0.678	15.9	2.95	35.5
29	3.56e+02	0.1	0.677	16.0	2.95	34.7
30	3.55e+02	0.1	0.675	16.0	3.01	34.3
31	3.56e+02	0.1	0.669	16.4	2.95	34.6
32	3.56e+02	0.1	0.669	16.4	2.95	35.0
33	3.56e+02	0.1	0.667	16.3	2.95	36.0
34	3.56e+02	0.1	0.667	16.5	2.82	36.2
35	3.56e+02	0.1	0.663	16.6	2.9	36.4
36	3.56e+02	0.1	0.659	16.7	2.87	36.2
37	3.56e+02	0.1	0.66	17.0	2.89	36.5
38	3.56e+02	0.1	0.66	16.8	2.79	36.3
39	3.56e+02	0.1	0.656	16.9	2.88	36.6
40	3.56e+02	0.1	0.655	17.1	2.82	36.9
41	3.56e+02	0.1	0.652	17.1	2.82	36.7
