epoch	time	lr	train loss	train acc	testloss	test acc
0	45.6	0.01	0.755	71.0	0.532	79.9
1	46.0	0.01	0.544	78.9	0.494	81.2
2	53.6	0.01	0.535	79.0	0.456	82.9
3	52.7	0.01	0.548	78.2	0.411	84.6
4	53.9	0.01	0.571	77.0	0.415	84.1
5	53.0	0.01	0.595	75.8	0.429	84.2
6	55.1	0.01	0.622	74.4	0.444	82.8
7	54.1	0.01	0.65	73.1	0.426	85.1
8	51.0	0.01	0.676	71.6	0.437	84.2
9	51.2	0.01	0.708	70.0	0.454	82.9
10	49.7	0.01	0.699	70.3	0.448	84.0
11	49.0	0.01	0.694	70.7	0.448	84.2
12	47.4	0.01	0.687	70.8	0.442	83.7
13	53.3	0.01	0.682	71.0	0.434	84.3
14	49.4	0.01	0.677	71.1	0.439	83.2
15	51.3	0.01	0.673	71.2	0.439	83.8
16	48.9	0.01	0.671	71.5	0.432	84.2
17	50.9	0.01	0.665	71.6	0.442	83.7
18	48.9	0.01	0.665	71.8	0.423	84.7
19	49.1	0.01	0.662	71.8	0.426	84.7
20	49.1	0.01	0.657	72.0	0.431	84.4
21	49.8	0.01	0.655	71.9	0.429	84.9
22	47.4	0.01	0.654	72.1	0.421	84.8
23	46.7	0.01	0.652	72.2	0.433	84.6
24	48.1	0.01	0.647	72.3	0.424	84.8
25	76.8	0.01	0.648	72.4	0.42	85.1
26	80.6	0.01	0.646	72.3	0.427	84.7
27	83.2	0.01	0.642	72.6	0.419	84.0
28	80.5	0.01	0.641	72.6	0.419	84.3
29	81.5	0.01	0.64	72.5	0.419	84.9
30	82.3	0.01	0.638	72.7	0.42	84.9
31	81.2	0.0001	0.614	73.8	0.401	85.4
32	82.0	0.001	0.61	73.9	0.398	85.6
33	79.3	0.001	0.609	73.9	0.398	85.4
34	78.4	0.001	0.607	74.0	0.396	85.6
35	80.2	0.001	0.607	73.9	0.396	85.7
36	79.3	0.001	0.607	74.0	0.396	85.8
37	69.6	0.001	0.606	73.9	0.395	85.7
38	69.6	0.001	0.605	74.0	0.396	85.9
39	66.6	0.001	0.605	74.0	0.395	85.8
40	67.5	0.001	0.605	74.0	0.393	85.8
41	69.7	0.001	0.605	74.0	0.396	85.6
42	73.7	0.001	0.604	74.1	0.396	85.7
43	67.2	0.001	0.604	74.0	0.395	85.7
44	67.9	0.001	0.603	74.1	0.393	86.1
45	65.7	0.001	0.603	74.1	0.396	85.9
46	69.4	0.001	0.603	74.1	0.396	85.8
47	65.6	0.001	0.602	74.1	0.393	85.8
48	68.5	0.001	0.602	74.1	0.395	85.8
49	69.4	0.001	0.602	74.1	0.394	86.1
50	69.8	0.001	0.602	74.1	0.395	85.8
51	69.7	0.001	0.601	74.2	0.391	85.7
52	67.5	0.001	0.6	74.2	0.392	85.9
53	67.7	0.001	0.601	74.2	0.391	86.0
54	66.9	0.001	0.6	74.1	0.394	85.6
55	67.5	0.001	0.6	74.1	0.392	85.9
56	67.9	0.001	0.6	74.2	0.392	85.9
57	72.7	0.001	0.599	74.2	0.394	86.0
58	67.8	0.001	0.599	74.2	0.392	85.5
59	67.0	0.001	0.599	74.2	0.393	85.6
60	66.4	0.001	0.599	74.2	0.39	85.8
61	67.5	1e-05	0.595	74.3	0.389	86.0
62	67.5	0.0001	0.595	74.4	0.388	86.0
63	65.3	0.0001	0.594	74.4	0.389	86.0
64	69.4	0.0001	0.594	74.4	0.39	86.0
65	67.2	0.0001	0.594	74.4	0.391	85.8
66	68.5	0.0001	0.594	74.4	0.392	85.8
67	69.4	0.0001	0.594	74.4	0.39	85.8
68	67.3	0.0001	0.594	74.4	0.389	85.9
69	67.5	0.0001	0.595	74.4	0.389	85.9
70	67.1	0.0001	0.594	74.4	0.389	85.9
71	69.6	0.0001	0.594	74.5	0.389	85.9
72	53.4	0.0001	0.594	74.4	0.39	85.8
73	61.4	0.0001	0.594	74.4	0.391	85.8
74	76.4	0.0001	0.594	74.4	0.39	85.7
75	77.1	0.0001	0.593	74.5	0.389	86.0
76	80.0	0.0001	0.594	74.4	0.388	86.1
77	80.7	0.0001	0.593	74.4	0.39	86.2
78	77.0	0.0001	0.593	74.4	0.388	86.0
79	79.4	0.0001	0.593	74.4	0.388	85.9
80	78.9	0.0001	0.594	74.4	0.39	86.1
81	75.0	0.0001	0.593	74.4	0.391	85.9
82	78.6	0.0001	0.593	74.5	0.387	86.0
83	80.6	0.0001	0.593	74.5	0.387	85.9
84	79.4	0.0001	0.593	74.5	0.389	85.9
85	79.1	0.0001	0.593	74.5	0.389	85.8
86	66.1	0.0001	0.593	74.5	0.389	86.1
87	65.4	0.0001	0.594	74.5	0.388	86.0
88	67.6	0.0001	0.594	74.4	0.389	86.0
89	66.3	0.0001	0.593	74.4	0.389	86.0
