epoch	time	lr	train loss	train acc	testloss	test acc
64	26.6	0.001	0.211	59.2	0.8	72.4
65	27.8	0.001	0.212	59.3	0.772	72.6
66	26.8	0.001	0.211	59.5	0.767	72.7
67	31.5	0.001	0.21	59.5	0.777	72.7
68	28.2	0.001	0.213	59.4	0.778	72.6
69	32.0	0.001	0.21	59.5	0.782	72.2
70	29.7	0.001	0.21	59.4	0.782	72.3
71	27.9	0.001	0.212	59.5	0.796	72.6
72	28.4	0.001	0.21	59.4	0.803	72.3
73	28.3	0.001	0.21	59.4	0.783	72.7
74	29.3	0.001	0.21	59.4	0.782	72.6
75	30.6	0.001	0.209	59.5	0.787	72.2
76	26.7	0.001	0.21	59.3	0.781	72.9
77	26.5	0.001	0.21	59.4	0.789	72.7
78	28.1	0.001	0.211	59.4	0.786	72.8
79	28.9	0.001	0.208	59.6	0.787	72.6
80	26.7	0.001	0.211	59.4	0.764	72.9
81	26.5	0.001	0.209	59.5	0.794	72.4
82	30.0	0.001	0.211	59.4	0.767	73.1
83	26.3	0.001	0.209	59.5	0.783	72.5
84	27.5	0.001	0.21	59.6	0.793	72.3
85	26.2	0.001	0.21	59.5	0.795	72.5
86	26.3	0.001	0.209	59.5	0.786	72.3
87	26.1	0.001	0.21	59.5	0.78	72.4
88	26.4	0.001	0.209	59.6	0.79	72.6
89	26.7	0.001	0.209	59.5	0.783	72.7
90	29.1	0.001	0.208	59.5	0.798	72.5
91	26.5	0.001	0.211	59.5	0.787	72.5
92	27.3	0.001	0.21	59.5	0.772	72.2
93	28.1	0.001	0.211	59.4	0.781	72.6
94	26.5	0.001	0.21	59.5	0.783	72.9
95	33.3	0.001	0.211	59.5	0.795	72.2
96	26.7	0.001	0.21	59.7	0.78	72.9
97	26.5	0.001	0.211	59.5	0.772	72.9
98	26.6	0.001	0.21	59.7	0.775	73.1
99	26.3	0.001	0.212	59.5	0.804	72.2
100	30.0	0.001	0.209	59.7	0.791	72.2
101	29.3	1e-05	0.21	59.6	0.781	72.5
102	31.9	0.0001	0.21	59.7	0.785	72.7
103	26.6	0.0001	0.208	59.7	0.768	72.9
104	26.5	0.0001	0.21	59.9	0.781	72.2
105	29.0	0.0001	0.208	59.9	0.778	72.4
106	33.5	0.0001	0.21	59.8	0.774	73.1
107	28.0	0.0001	0.209	59.9	0.763	73.2
108	27.6	0.0001	0.207	59.9	0.778	72.7
109	27.1	0.0001	0.208	59.8	0.769	73.0
110	30.4	0.0001	0.208	59.9	0.779	72.9
111	26.6	0.0001	0.209	59.9	0.78	72.7
112	27.5	0.0001	0.208	59.8	0.782	72.5
113	26.3	0.0001	0.209	59.9	0.773	72.7
114	26.5	0.0001	0.208	60.0	0.769	73.1
115	28.2	0.0001	0.208	59.8	0.777	72.7
116	26.9	0.0001	0.208	59.8	0.77	73.1
117	28.9	0.0001	0.209	59.8	0.775	72.6
118	31.4	0.0001	0.208	59.8	0.766	72.7
119	28.2	0.0001	0.208	60.0	0.777	72.9
120	26.6	0.0001	0.207	59.9	0.783	72.7
121	27.5	0.0001	0.207	59.9	0.777	72.7
122	26.9	0.0001	0.207	59.8	0.786	72.4
123	26.7	0.0001	0.207	60.0	0.773	73.1
124	27.8	0.0001	0.209	59.9	0.773	72.9
125	26.3	0.0001	0.209	59.8	0.777	72.8
126	29.0	0.0001	0.208	59.9	0.774	73.0
127	26.9	0.0001	0.208	59.9	0.778	72.9
128	33.2	0.0001	0.208	59.8	0.773	73.0
129	28.1	0.0001	0.208	60.0	0.77	72.7
130	26.7	0.0001	0.209	59.9	0.776	72.9
131	28.7	0.0001	0.209	59.9	0.777	72.6
132	26.3	0.0001	0.209	59.8	0.779	72.9
133	25.7	0.0001	0.21	60.0	0.776	72.5
134	27.9	0.0001	0.209	59.7	0.77	73.2
135	32.7	0.0001	0.208	60.0	0.772	72.9
136	26.2	0.0001	0.207	59.8	0.773	73.4
137	27.0	0.0001	0.209	59.9	0.772	72.9
138	26.4	0.0001	0.208	60.0	0.781	72.6
139	26.5	0.0001	0.209	59.9	0.78	73.0
140	27.5	0.0001	0.208	59.9	0.765	73.3
141	31.1	0.0001	0.207	60.0	0.771	73.3
142	26.4	0.0001	0.208	60.0	0.775	72.8
143	26.9	0.0001	0.209	59.9	0.758	73.7
144	26.6	0.0001	0.208	59.9	0.765	73.3
145	28.6	0.0001	0.207	60.0	0.765	73.3
146	28.0	0.0001	0.208	59.9	0.774	72.8
147	26.6	0.0001	0.208	59.9	0.782	72.9
148	29.3	0.0001	0.207	59.9	0.775	73.1
149	26.3	0.0001	0.208	59.9	0.762	73.2
