epoch	time	lr	train loss	train acc	testloss	test acc
0	28.3	0.01	0.328	45.2	1.17	64.3
1	29.5	0.01	0.257	53.0	0.901	68.8
2	25.4	0.01	0.247	54.5	0.946	67.7
3	27.4	0.01	0.244	54.9	0.954	68.1
4	27.1	0.01	0.237	55.5	0.951	68.6
5	28.9	0.01	0.236	55.8	0.905	69.6
6	25.0	0.01	0.233	55.9	0.882	69.9
7	27.3	0.01	0.233	56.0	0.917	69.4
8	28.8	0.01	0.233	56.1	0.928	68.5
9	27.2	0.01	0.231	56.2	0.904	69.4
10	26.1	0.01	0.229	56.3	0.88	69.8
11	26.2	0.01	0.229	56.7	0.839	70.9
12	27.8	0.01	0.229	56.5	0.843	70.2
13	26.0	0.01	0.227	56.5	0.966	67.8
14	27.9	0.01	0.228	56.4	0.9	68.9
15	26.1	0.01	0.226	56.8	0.943	69.7
16	26.2	0.01	0.225	56.7	0.861	70.3
17	26.8	0.01	0.226	56.7	0.849	70.1
18	26.3	0.01	0.225	56.8	0.884	70.8
19	27.7	0.01	0.223	57.1	0.875	70.4
20	26.3	0.01	0.223	56.8	0.809	71.3
21	28.3	0.01	0.223	57.0	0.902	69.3
22	31.8	0.01	0.225	56.8	0.864	70.7
23	33.2	0.01	0.224	56.9	0.881	69.8
24	28.5	0.01	0.223	56.9	0.789	71.0
25	29.0	0.01	0.223	57.2	0.907	68.9
26	30.4	0.01	0.221	57.2	0.856	71.3
27	26.4	0.01	0.222	57.2	0.868	70.7
28	27.2	0.01	0.221	57.3	0.838	71.0
29	26.1	0.01	0.223	57.3	0.819	71.2
30	28.5	0.01	0.222	57.1	0.843	70.4
31	26.1	0.01	0.222	57.4	0.875	69.8
32	26.7	0.01	0.222	57.0	0.857	69.5
33	26.2	0.01	0.222	57.0	0.88	70.5
34	29.1	0.01	0.219	57.4	0.859	71.0
35	26.2	0.01	0.219	57.2	0.873	69.2
36	28.7	0.01	0.222	57.3	0.874	70.7
37	26.6	0.01	0.221	57.3	0.836	71.1
38	26.0	0.01	0.221	57.3	0.859	70.6
39	26.6	0.01	0.223	57.4	0.845	71.4
40	26.3	0.01	0.22	57.4	0.897	69.2
41	26.5	0.01	0.221	57.4	0.87	69.6
42	29.0	0.01	0.22	57.3	0.859	69.5
43	27.0	0.01	0.221	57.4	0.83	70.7
44	26.2	0.01	0.221	57.3	0.862	69.7
45	27.3	0.01	0.218	57.5	0.83	71.6
46	26.9	0.01	0.221	57.6	0.856	70.8
47	31.9	0.01	0.219	57.3	0.827	71.3
48	26.3	0.01	0.22	57.5	0.824	71.2
49	26.3	0.01	0.219	57.7	0.877	69.5
50	27.8	0.01	0.22	57.7	0.833	71.1
51	26.4	0.0001	0.213	58.7	0.813	71.8
52	26.1	0.001	0.211	59.0	0.794	72.7
53	26.3	0.001	0.213	59.2	0.786	72.4
54	26.3	0.001	0.213	59.3	0.791	72.5
55	27.7	0.001	0.211	59.3	0.796	72.5
56	30.7	0.001	0.213	59.3	0.791	72.3
57	26.7	0.001	0.211	59.4	0.79	72.8
58	30.0	0.001	0.211	59.3	0.795	72.8
59	26.9	0.001	0.211	59.3	0.798	72.1
60	27.4	0.001	0.211	59.3	0.787	72.8
61	31.7	0.001	0.211	59.4	0.779	72.5
62	25.8	0.001	0.214	59.2	0.784	72.5
63	28.4	0.001	0.21	59.3	0.785	72.5
